order_id,order_date,pick_time,sku_id,qty_picked,pick_location,associate_id,order_type,carrier,ship_method
ORD-1226834,2025-05-27,15:53:16,SKU-02585,2,A-01R-012-4-A,PKR-018,MULTI,UPS 2nd Day Air,GROUND
ORD-1230199,2025-05-28,06:04:24,SKU-02389,2,D-02L-010-3-A,PKR-023,MULTI,FedEx Ground,GROUND
ORD-1229637,2025-05-28,08:56:59,SKU-04328,2,A-02L-021-1-B,PKR-014,MULTI,FedEx Ground,PRIORITY_2D
ORD-1233320,2025-05-28,18:54:57,SKU-02585,2,A-01R-012-4-A,PKR-001,MULTI,FedEx Ground,GROUND
ORD-1235219,2025-05-28,10:54:57,SKU-03207,1,C-01R-025-3-B,PKR-007,MULTI,FedEx Ground,GROUND
ORD-1230431,2025-05-28,16:12:16,SKU-02908,2,B-02L-005-3-A,PKR-016,MULTI,UPS Ground,GROUND
ORD-1231170,2025-05-28,14:34:20,SKU-01204,1,A-03R-016-1-B,PKR-024,MULTI,FedEx 2Day,PRIORITY_2D
ORD-1235124,2025-05-28,08:48:07,SKU-03554,2,C-02L-010-3-A,PKR-009,SINGLE,UPS Ground,GROUND
ORD-1235591,2025-05-28,19:14:06,SKU-04974,2,C-01R-025-3-A,PKR-023,MULTI,USPS Priority Mail,GROUND
ORD-1232506,2025-05-28,19:40:02,SKU-04041,2,A-02R-002-2-B,PKR-015,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1229218,2025-05-28,08:54:54,SKU-02859,2,A-01L-018-3-A,PKR-013,MULTI,UPS Ground,PRIORITY_2D
ORD-1230413,2025-05-28,16:56:42,SKU-02585,2,A-01R-012-4-A,PKR-028,MULTI,UPS Ground,GROUND
ORD-1234279,2025-05-28,10:26:43,SKU-00673,2,C-03L-015-4-A,PKR-009,MULTI,FedEx Ground,GROUND
ORD-1234207,2025-05-28,07:26:56,SKU-03568,2,A-02R-024-1-B,PKR-002,MULTI,FedEx 2Day,GROUND
ORD-1230669,2025-05-28,10:33:49,SKU-04932,2,A-02R-018-5-A,PKR-025,MULTI,FedEx Ground,GROUND
ORD-1235477,2025-05-28,16:09:43,SKU-02125,2,A-01R-020-2-B,PKR-001,MULTI,UPS Ground,GROUND
ORD-1233476,2025-05-28,17:19:09,SKU-02514,1,B-02R-020-1-B,PKR-009,MULTI,UPS Ground,GROUND
ORD-1231679,2025-05-28,11:49:02,SKU-00872,1,A-04L-005-1-A,PKR-018,MULTI,FedEx Ground,GROUND
ORD-1234940,2025-05-28,21:09:16,SKU-00432,2,E-03R-002-4-A,PKR-019,SINGLE,UPS 2nd Day Air,GROUND
ORD-1230892,2025-05-28,17:21:05,SKU-04041,1,A-02R-002-2-B,PKR-014,MULTI,USPS Priority Mail,GROUND
ORD-1228303,2025-05-28,11:49:14,SKU-01121,2,B-04R-017-4-A,PKR-002,MULTI,FedEx Ground,GROUND
ORD-1229577,2025-05-28,14:37:28,SKU-03496,2,B-01R-016-5-B,PKR-032,MULTI,UPS Ground,PRIORITY_2D
ORD-1229599,2025-05-28,06:20:35,SKU-02908,1,B-02L-005-3-A,PKR-027,MULTI,UPS Ground,PRIORITY_2D
ORD-1231112,2025-05-28,07:33:22,SKU-04328,2,A-02L-021-1-B,PKR-020,MULTI,FedEx 2Day,GROUND
ORD-1233738,2025-05-28,09:08:06,SKU-03049,2,C-02L-003-4-A,PKR-019,MULTI,UPS Ground,GROUND
ORD-1229839,2025-05-28,06:31:51,SKU-01331,2,A-03R-003-4-B,PKR-030,MULTI,FedEx Ground,STANDARD_OVERNIGHT
ORD-1233992,2025-05-28,18:58:44,SKU-04608,2,A-02L-025-1-B,PKR-029,MULTI,FedEx 2Day,GROUND
ORD-1230075,2025-05-28,16:50:09,SKU-03251,2,A-01R-024-1-B,PKR-009,MULTI,FedEx 2Day,GROUND
ORD-1228440,2025-05-28,13:43:31,SKU-00248,2,B-04R-005-4-A,PKR-032,MULTI,UPS Ground,GROUND
ORD-1231813,2025-05-28,12:31:17,SKU-02125,2,A-01R-020-2-B,PKR-017,MULTI,FedEx 2Day,GROUND
ORD-1231613,2025-05-28,06:40:32,SKU-02480,1,A-02R-005-1-B,PKR-010,MULTI,FedEx Ground,GROUND
ORD-1232353,2025-05-28,09:40:47,SKU-04814,2,B-02R-017-4-A,PKR-015,MULTI,UPS Ground,GROUND
ORD-1232293,2025-05-28,11:31:15,SKU-03172,2,A-01R-006-1-B,PKR-015,MULTI,UPS Ground,GROUND
ORD-1229517,2025-05-28,21:08:25,SKU-01800,2,B-03R-009-2-B,PKR-003,MULTI,FedEx Ground,GROUND
ORD-1232097,2025-05-28,18:46:21,SKU-04328,2,A-02L-021-1-B,PKR-002,MULTI,UPS Ground,GROUND
ORD-1228092,2025-05-28,21:17:21,SKU-00872,1,A-04L-005-1-A,PKR-012,MULTI,FedEx Ground,PRIORITY_2D
ORD-1235034,2025-05-28,07:40:39,SKU-02908,2,B-02L-005-3-A,PKR-012,MULTI,FedEx Ground,PRIORITY_2D
ORD-1232917,2025-05-28,18:42:04,SKU-00940,1,A-03R-006-3-B,PKR-006,MULTI,UPS Ground,PRIORITY_2D
ORD-1228821,2025-05-28,07:23:45,SKU-03367,2,C-02R-013-4-A,PKR-017,MULTI,FedEx Ground,GROUND
ORD-1235690,2025-05-28,06:01:21,SKU-04523,1,A-02L-024-2-B,PKR-016,SINGLE,FedEx Ground,GROUND
ORD-1230187,2025-05-28,14:45:18,SKU-04853,2,C-02R-021-4-A,PKR-020,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1234001,2025-05-28,07:54:43,SKU-01078,2,A-04R-008-4-A,PKR-009,MULTI,FedEx Ground,GROUND
ORD-1232462,2025-05-28,10:33:38,SKU-04676,2,C-02L-005-2-A,PKR-029,MULTI,USPS Priority Mail,STANDARD_OVERNIGHT
ORD-1233089,2025-05-28,21:20:05,SKU-02624,2,A-02R-022-1-A,PKR-029,MULTI,UPS Ground,GROUND
ORD-1229135,2025-05-28,12:13:48,SKU-00056,2,C-04R-006-2-A,PKR-018,SINGLE,USPS Priority Mail,GROUND
ORD-1232729,2025-05-28,15:21:24,SKU-04041,2,A-02R-002-2-B,PKR-024,MULTI,USPS Priority Mail,GROUND
ORD-1232999,2025-05-28,14:29:27,SKU-02104,1,B-01R-002-1-A,PKR-013,MULTI,FedEx Ground,GROUND
ORD-1230107,2025-05-28,11:52:53,SKU-04528,2,B-02R-014-3-B,PKR-002,MULTI,UPS Ground,GROUND
ORD-1235973,2025-05-28,14:58:19,SKU-01033,2,C-03R-010-1-A,PKR-032,MULTI,FedEx Ground,GROUND
ORD-1233466,2025-05-28,09:58:46,SKU-02196,1,C-01R-016-4-A,PKR-003,MULTI,USPS Priority Mail,GROUND
ORD-1228987,2025-05-28,11:17:10,SKU-01204,1,A-03R-016-1-B,PKR-008,MULTI,FedEx 2Day,GROUND
ORD-1234420,2025-05-28,15:28:53,SKU-04041,2,A-02R-002-2-B,PKR-024,MULTI,UPS Ground,GROUND
ORD-1230132,2025-05-28,20:22:17,SKU-02357,1,C-02L-006-2-A,PKR-029,MULTI,FedEx Ground,GROUND
ORD-1233589,2025-05-28,19:08:30,SKU-02044,2,A-01R-023-5-B,PKR-027,MULTI,FedEx Ground,GROUND
ORD-1231366,2025-05-28,09:48:44,SKU-04878,2,B-01R-016-3-B,PKR-003,MULTI,UPS Ground,GROUND
ORD-1232832,2025-05-28,08:36:21,SKU-02564,2,C-01L-011-5-B,PKR-014,MULTI,USPS Priority Mail,GROUND
ORD-1234983,2025-05-28,08:58:54,SKU-01428,1,A-03L-006-4-A,PKR-012,MULTI,FedEx 2Day,PRIORITY_2D
ORD-1231041,2025-05-28,13:36:57,SKU-04041,1,A-02R-002-2-B,PKR-009,MULTI,FedEx Ground,GROUND
ORD-1233290,2025-05-28,19:36:03,SKU-03496,2,B-01R-016-5-B,PKR-023,MULTI,UPS Ground,GROUND
ORD-1232111,2025-05-28,06:18:44,SKU-02243,1,D-02R-010-4-A,PKR-017,MULTI,FedEx Ground,GROUND
ORD-1229572,2025-05-28,12:39:36,SKU-00872,1,A-04L-005-1-A,PKR-013,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1230483,2025-05-28,11:40:15,SKU-00376,1,B-04L-004-2-B,PKR-020,MULTI,UPS Ground,GROUND
ORD-1228264,2025-05-28,07:34:05,SKU-00379,1,A-03R-020-4-B,PKR-017,MULTI,FedEx 2Day,PRIORITY_2D
ORD-1235321,2025-05-28,19:21:11,SKU-03350,2,A-02L-001-2-A,PKR-013,MULTI,FedEx Ground,GROUND
ORD-1233011,2025-05-28,09:53:15,SKU-01204,2,A-03R-016-1-B,PKR-018,MULTI,FedEx Ground,GROUND
ORD-1229824,2025-05-28,20:14:51,SKU-02125,1,A-01R-020-2-B,PKR-023,MULTI,FedEx Ground,GROUND
ORD-1228022,2025-05-28,16:27:05,SKU-01806,1,B-03R-008-1-B,PKR-004,MULTI,FedEx Ground,PRIORITY_2D
ORD-1235710,2025-05-28,06:03:19,SKU-03103,1,C-01R-005-1-B,PKR-020,MULTI,FedEx Ground,PRIORITY_2D
ORD-1235640,2025-05-28,18:46:47,SKU-01490,2,B-04R-009-1-A,PKR-003,MULTI,UPS Ground,PRIORITY_2D
ORD-1229612,2025-05-28,10:42:45,SKU-02609,2,C-01R-013-1-B,PKR-028,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1230061,2025-05-28,08:41:37,SKU-02366,2,A-01R-020-4-A,PKR-016,MULTI,FedEx Ground,GROUND
ORD-1233889,2025-05-28,13:18:13,SKU-01204,2,A-03R-016-1-B,PKR-023,MULTI,USPS Priority Mail,GROUND
ORD-1233268,2025-05-28,10:12:20,SKU-01873,2,B-03R-018-4-A,PKR-028,MULTI,FedEx Ground,PRIORITY_2D
ORD-1228699,2025-05-28,21:43:53,SKU-03727,1,B-02R-023-4-A,PKR-031,MULTI,FedEx Ground,PRIORITY_2D
ORD-1230727,2025-05-28,12:45:34,SKU-02913,2,B-01L-015-2-B,PKR-032,MULTI,FedEx Ground,GROUND
ORD-1232531,2025-05-28,10:00:42,SKU-02571,2,D-01L-013-3-B,PKR-004,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1228789,2025-05-28,20:42:43,SKU-02908,2,B-02L-005-3-A,PKR-017,SINGLE,UPS Ground,GROUND
ORD-1233492,2025-05-28,17:30:06,SKU-04448,2,B-02R-020-4-A,PKR-022,MULTI,UPS Ground,GROUND
ORD-1233392,2025-05-28,19:09:18,SKU-04328,2,A-02L-021-1-B,PKR-001,MULTI,UPS Ground,PRIORITY_2D
ORD-1229704,2025-05-28,15:26:38,SKU-04196,2,A-01R-014-5-B,PKR-013,MULTI,UPS Ground,GROUND
ORD-1231408,2025-05-28,06:37:13,SKU-02045,2,B-01R-025-3-A,PKR-012,MULTI,FedEx Ground,GROUND
ORD-1234651,2025-05-28,08:19:39,SKU-01428,2,A-03L-006-4-A,PKR-030,MULTI,UPS Ground,GROUND
ORD-1235019,2025-05-28,14:46:36,SKU-01184,1,E-03R-020-1-B,PKR-014,MULTI,UPS Ground,GROUND
ORD-1233414,2025-05-28,08:18:45,SKU-04928,1,B-01L-013-2-B,PKR-012,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1231397,2025-05-28,21:29:03,SKU-04435,2,A-02R-016-4-A,PKR-025,MULTI,UPS Ground,GROUND
ORD-1228735,2025-05-28,07:48:43,SKU-02407,1,A-01L-004-2-A,PKR-032,MULTI,UPS Ground,GROUND
ORD-1231386,2025-05-28,21:58:20,SKU-02416,2,B-02L-022-2-A,PKR-010,MULTI,FedEx Ground,GROUND
ORD-1231900,2025-05-28,19:15:17,SKU-04328,2,A-02L-021-1-B,PKR-027,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1231609,2025-05-28,08:12:48,SKU-03512,2,D-01L-018-2-A,PKR-001,MULTI,FedEx Ground,PRIORITY_2D
ORD-1234153,2025-05-28,19:26:58,SKU-02585,2,A-01R-012-4-A,PKR-026,SINGLE,UPS Ground,GROUND
ORD-1232081,2025-05-28,13:00:30,SKU-02509,1,B-01L-020-5-A,PKR-029,MULTI,FedEx Ground,GROUND
ORD-1234952,2025-05-28,12:57:07,SKU-04328,2,A-02L-021-1-B,PKR-014,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1231402,2025-05-28,18:55:34,SKU-04457,1,A-01L-020-2-B,PKR-031,MULTI,FedEx 2Day,GROUND
ORD-1231413,2025-05-28,09:59:32,SKU-00037,2,A-03L-004-3-A,PKR-024,MULTI,USPS Priority Mail,GROUND
ORD-1233449,2025-05-28,19:02:06,SKU-03968,2,A-02L-019-2-B,PKR-031,MULTI,FedEx Ground,PRIORITY_2D
ORD-1232849,2025-05-28,09:24:37,SKU-00872,1,A-04L-005-1-A,PKR-019,MULTI,UPS Ground,GROUND
ORD-1230600,2025-05-28,07:18:40,SKU-02509,2,B-01L-020-5-A,PKR-019,MULTI,UPS Ground,PRIORITY_2D
ORD-1232964,2025-05-28,14:52:20,SKU-04563,2,A-02L-022-4-B,PKR-031,MULTI,FedEx Ground,GROUND
ORD-1235870,2025-05-28,11:10:06,SKU-04041,1,A-02R-002-2-B,PKR-017,MULTI,UPS 2nd Day Air,GROUND
ORD-1230808,2025-05-28,21:14:40,SKU-02366,2,A-01R-020-4-A,PKR-028,MULTI,USPS Priority Mail,GROUND
ORD-1229972,2025-05-28,07:18:55,SKU-01204,2,A-03R-016-1-B,PKR-031,MULTI,USPS Priority Mail,GROUND
ORD-1233503,2025-05-28,18:08:21,SKU-04328,2,A-02L-021-1-B,PKR-019,MULTI,FedEx Ground,PRIORITY_2D
ORD-1228879,2025-05-28,06:49:29,SKU-04328,2,A-02L-021-1-B,PKR-006,MULTI,USPS Priority Mail,GROUND
ORD-1234161,2025-05-28,15:49:43,SKU-01207,2,B-04R-018-4-B,PKR-027,MULTI,UPS Ground,GROUND
ORD-1231698,2025-05-28,21:22:32,SKU-04106,1,D-01R-003-5-A,PKR-025,MULTI,FedEx Ground,GROUND
ORD-1235598,2025-05-28,06:01:00,SKU-04370,2,A-02R-026-5-A,PKR-022,MULTI,FedEx Ground,GROUND
ORD-1233808,2025-05-28,10:07:29,SKU-02737,1,D-01L-021-5-A,PKR-029,MULTI,UPS Ground,GROUND
ORD-1233379,2025-05-28,16:06:14,SKU-04185,2,A-01L-023-1-B,PKR-010,MULTI,UPS Ground,GROUND
ORD-1230180,2025-05-28,07:49:28,SKU-04041,1,A-02R-002-2-B,PKR-008,MULTI,FedEx Ground,GROUND
ORD-1233190,2025-05-28,06:09:34,SKU-02366,1,A-01R-020-4-A,PKR-017,MULTI,UPS Ground,PRIORITY_2D
ORD-1228566,2025-05-28,20:24:38,SKU-03965,2,E-02R-008-5-B,PKR-006,MULTI,USPS Priority Mail,GROUND
ORD-1235142,2025-05-28,08:10:34,SKU-04328,1,A-02L-021-1-B,PKR-026,MULTI,FedEx Ground,GROUND
ORD-1233798,2025-05-28,08:02:50,SKU-04041,2,A-02R-002-2-B,PKR-023,MULTI,FedEx Ground,GROUND
ORD-1229083,2025-05-28,08:10:47,SKU-00132,1,A-04R-016-4-B,PKR-032,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1233402,2025-05-28,13:54:43,SKU-03821,2,A-01R-017-3-A,PKR-019,MULTI,FedEx Ground,GROUND
ORD-1228215,2025-05-28,13:26:31,SKU-03727,2,B-02R-023-4-A,PKR-018,MULTI,UPS Ground,PRIORITY_2D
ORD-1230024,2025-05-28,06:32:22,SKU-00016,2,B-03R-004-3-A,PKR-018,MULTI,UPS Ground,GROUND
ORD-1232452,2025-05-28,10:20:10,SKU-00464,1,B-04L-018-2-A,PKR-023,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1231246,2025-05-28,07:42:03,SKU-04328,1,A-02L-021-1-B,PKR-010,MULTI,FedEx Ground,GROUND
ORD-1233537,2025-05-28,08:49:37,SKU-04041,2,A-02R-002-2-B,PKR-009,MULTI,FedEx 2Day,GROUND
ORD-1231926,2025-05-28,09:03:27,SKU-03881,1,B-02R-002-4-A,PKR-021,MULTI,FedEx Ground,GROUND
ORD-1230936,2025-05-28,13:06:06,SKU-04399,2,B-02L-020-5-B,PKR-001,MULTI,UPS Ground,GROUND
ORD-1235987,2025-05-28,08:21:34,SKU-03369,2,D-02L-005-5-B,PKR-030,MULTI,USPS Priority Mail,GROUND
ORD-1234051,2025-05-28,07:48:49,SKU-04116,1,B-02L-002-3-A,PKR-016,MULTI,UPS Ground,GROUND
ORD-1229517,2025-05-28,21:08:25,SKU-02585,2,A-01R-012-4-A,PKR-003,MULTI,FedEx Ground,GROUND
ORD-1232684,2025-05-28,12:44:03,SKU-01204,1,A-03R-016-1-B,PKR-032,MULTI,USPS Priority Mail,GROUND
ORD-1230389,2025-05-28,15:08:54,SKU-04637,1,B-02L-003-1-A,PKR-006,MULTI,UPS Ground,GROUND
ORD-1228847,2025-05-28,17:52:51,SKU-04328,2,A-02L-021-1-B,PKR-025,MULTI,FedEx 2Day,GROUND
ORD-1229327,2025-05-28,17:17:06,SKU-04881,2,C-01L-019-5-B,PKR-018,MULTI,USPS Priority Mail,GROUND
ORD-1235961,2025-05-28,10:58:25,SKU-02937,1,C-02R-019-5-A,PKR-004,MULTI,UPS 2nd Day Air,GROUND
ORD-1235861,2025-05-28,06:40:51,SKU-04538,2,A-01R-001-1-B,PKR-027,MULTI,FedEx Ground,PRIORITY_2D
ORD-1233884,2025-05-28,08:54:08,SKU-00872,2,A-04L-005-1-A,PKR-028,MULTI,FedEx 2Day,GROUND
ORD-1229507,2025-05-28,17:07:40,SKU-04580,2,C-01R-010-3-B,PKR-029,MULTI,FedEx Ground,GROUND
ORD-1234598,2025-05-28,13:47:19,SKU-02507,2,B-02R-014-1-B,PKR-002,MULTI,FedEx Ground,PRIORITY_2D
ORD-1233411,2025-05-28,13:43:01,SKU-03727,2,B-02R-023-4-A,PKR-001,MULTI,UPS Ground,GROUND
ORD-1228796,2025-05-28,13:24:04,SKU-04997,2,B-01L-022-1-B,PKR-017,MULTI,FedEx Ground,GROUND
ORD-1234736,2025-05-28,18:44:24,SKU-02772,1,A-02R-012-5-A,PKR-026,MULTI,UPS Ground,PRIORITY_2D
ORD-1229805,2025-05-28,21:17:54,SKU-04528,2,B-02R-014-3-B,PKR-007,MULTI,FedEx Ground,STANDARD_OVERNIGHT
ORD-1235890,2025-05-28,12:18:52,SKU-04328,2,A-02L-021-1-B,PKR-027,MULTI,UPS Ground,STANDARD_OVERNIGHT
ORD-1235890,2025-05-28,12:18:52,SKU-04041,2,A-02R-002-2-B,PKR-027,MULTI,UPS Ground,STANDARD_OVERNIGHT
ORD-1232100,2025-05-28,21:40:51,SKU-04528,2,B-02R-014-3-B,PKR-005,MULTI,FedEx 2Day,GROUND
ORD-1233867,2025-05-28,06:18:19,SKU-04328,2,A-02L-021-1-B,PKR-015,MULTI,UPS Ground,GROUND
ORD-1229337,2025-05-28,17:18:57,SKU-02640,1,D-02R-026-1-B,PKR-014,MULTI,UPS Ground,PRIORITY_2D
ORD-1234935,2025-05-28,12:46:09,SKU-02908,2,B-02L-005-3-A,PKR-006,MULTI,USPS Priority Mail,GROUND
ORD-1229753,2025-05-28,14:42:43,SKU-00445,1,B-03L-015-2-A,PKR-030,MULTI,FedEx Ground,PRIORITY_2D
ORD-1233667,2025-05-28,20:27:11,SKU-03031,2,C-02R-009-2-A,PKR-019,MULTI,USPS Priority Mail,GROUND
ORD-1230626,2025-05-28,19:14:43,SKU-01073,2,B-04R-005-1-A,PKR-012,MULTI,UPS Ground,PRIORITY_2D
ORD-1232779,2025-05-28,16:27:44,SKU-02606,1,C-01R-010-1-B,PKR-020,MULTI,FedEx Ground,GROUND
ORD-1235731,2025-05-28,09:06:23,SKU-02585,1,A-01R-012-4-A,PKR-015,MULTI,UPS Ground,GROUND
ORD-1231704,2025-05-28,06:38:59,SKU-01245,2,B-03L-017-1-B,PKR-012,MULTI,UPS Ground,GROUND
ORD-1228326,2025-05-28,10:45:52,SKU-03941,2,C-01R-021-5-B,PKR-027,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1235678,2025-05-28,10:19:34,SKU-04782,2,C-01L-004-3-A,PKR-013,MULTI,FedEx Ground,GROUND
ORD-1232258,2025-05-28,06:10:17,SKU-02547,1,D-01R-002-3-B,PKR-026,SINGLE,FedEx Ground,GROUND
ORD-1231354,2025-05-28,20:42:29,SKU-03697,2,C-01R-025-5-A,PKR-028,MULTI,FedEx Ground,GROUND
ORD-1231215,2025-05-28,09:04:13,SKU-02125,2,A-01R-020-2-B,PKR-016,MULTI,USPS Priority Mail,GROUND
ORD-1231557,2025-05-28,20:14:50,SKU-02893,1,B-01L-026-2-B,PKR-001,SINGLE,USPS Priority Mail,GROUND
ORD-1234946,2025-05-28,21:08:39,SKU-02232,2,C-01L-002-5-A,PKR-031,MULTI,USPS Priority Mail,GROUND
ORD-1232939,2025-05-28,17:02:10,SKU-02365,1,A-02L-010-3-A,PKR-008,MULTI,USPS Priority Mail,GROUND
ORD-1234332,2025-05-28,18:11:33,SKU-03071,1,A-01L-019-3-B,PKR-020,MULTI,UPS Ground,GROUND
ORD-1231698,2025-05-28,21:22:32,SKU-02758,2,D-01L-018-4-B,PKR-025,MULTI,FedEx Ground,GROUND
ORD-1234936,2025-05-28,11:13:57,SKU-04889,1,A-01L-015-2-B,PKR-011,MULTI,UPS 2nd Day Air,PRIORITY_2D
ORD-1234284,2025-05-28,20:25:54,SKU-03881,1,B-02R-002-4-A,PKR-028,MULTI,UPS Ground,GROUND
ORD-1231361,2025-05-28,07:06:21,SKU-02125,2,A-01R-020-2-B,PKR-006,MULTI,FedEx Ground,GROUND
ORD-1228105,2025-05-28,14:18:43,SKU-02585,1,A-01R-012-4-A,PKR-001,MULTI,FedEx Ground,PRIORITY_2D
ORD-1231893,2025-05-28,16:28:35,SKU-04608,1,A-02L-025-1-B,PKR-011,MULTI,FedEx Ground,GROUND
ORD-1230954,2025-05-28,14:24:39,SKU-02651,2,E-01R-015-5-B,PKR-029,MULTI,UPS Ground,PRIORITY_2D
ORD-1234748,2025-05-28,17:14:33,SKU-03584,1,B-02R-023-1-B,PKR-016,MULTI,USPS Priority Mail,GROUND
ORD-1231560,2025-05-28,21:18:20,SKU-00872,2,A-04L-005-1-A,PKR-025,MULTI,UPS Ground,GROUND
ORD-1231907,2025-05-28,06:20:11,SKU-00215,1,B-04L-015-1-B,PKR-012,MULTI,USPS Priority Mail,GROUND
ORD-1230527,2025-05-28,12:49:05,SKU-01231,2,A-04R-002-4-B,PKR-008,MULTI,UPS Ground,GROUND
ORD-1231329,2025-05-28,14:19:23,SKU-00358,2,A-03L-008-1-B,PKR-027,MULTI,FedEx Ground,GROUND
ORD-1230374,2025-05-28,10:44:43,SKU-02366,1,A-01R-020-4-A,PKR-022,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1233820,2025-05-28,06:02:49,SKU-02628,1,B-01L-009-5-A,PKR-012,MULTI,FedEx Ground,PRIORITY_2D
ORD-1228748,2025-05-28,14:49:04,SKU-04608,1,A-02L-025-1-B,PKR-009,MULTI,FedEx Ground,PRIORITY_2D
ORD-1234980,2025-05-28,10:33:37,SKU-02429,2,D-02R-003-2-B,PKR-005,SINGLE,UPS Ground,PRIORITY_2D
ORD-1228095,2025-05-28,21:15:52,SKU-03439,1,E-02R-004-3-A,PKR-011,MULTI,FedEx Ground,GROUND
ORD-1228064,2025-05-28,07:08:15,SKU-03496,2,B-01R-016-5-B,PKR-014,MULTI,UPS Ground,STANDARD_OVERNIGHT
ORD-1228092,2025-05-28,21:17:21,SKU-04041,2,A-02R-002-2-B,PKR-012,MULTI,FedEx Ground,PRIORITY_2D
ORD-1232264,2025-05-28,16:13:51,SKU-02125,1,A-01R-020-2-B,PKR-003,MULTI,UPS Ground,GROUND
ORD-1231471,2025-05-28,06:25:00,SKU-03727,1,B-02R-023-4-A,PKR-016,MULTI,FedEx Ground,GROUND
ORD-1231913,2025-05-28,16:38:24,SKU-01620,2,A-03L-010-4-A,PKR-014,MULTI,USPS Priority Mail,GROUND
ORD-1232437,2025-05-28,17:43:23,SKU-00215,2,B-04L-015-1-B,PKR-017,MULTI,UPS Ground,PRIORITY_2D
ORD-1229221,2025-05-28,17:33:54,SKU-02105,2,A-01R-009-2-A,PKR-023,MULTI,USPS Priority Mail,GROUND
ORD-1229445,2025-05-28,08:40:44,SKU-02745,2,D-02R-008-3-B,PKR-001,MULTI,FedEx Ground,GROUND
ORD-1230426,2025-05-28,14:11:01,SKU-02480,2,A-02R-005-1-B,PKR-018,MULTI,FedEx Ground,PRIORITY_2D
ORD-1231845,2025-05-28,12:41:39,SKU-00017,1,B-03R-001-4-B,PKR-029,MULTI,FedEx Ground,GROUND
ORD-1233040,2025-05-28,09:37:03,SKU-02586,1,A-02R-026-3-A,PKR-010,MULTI,USPS Priority Mail,GROUND
ORD-1234640,2025-05-28,14:18:15,SKU-03613,1,C-01L-020-4-B,PKR-030,MULTI,UPS Ground,GROUND
ORD-1232511,2025-05-28,19:05:15,SKU-01975,2,B-04L-014-4-A,PKR-008,MULTI,UPS Ground,GROUND
ORD-1235061,2025-05-28,08:12:12,SKU-04670,2,C-02R-018-2-B,PKR-032,MULTI,UPS Ground,GROUND
ORD-1231975,2025-05-28,14:23:40,SKU-04981,2,C-02L-022-2-B,PKR-029,SINGLE,UPS Ground,GROUND
ORD-1229110,2025-05-28,13:44:23,SKU-01121,2,B-04R-017-4-A,PKR-013,MULTI,UPS Ground,GROUND
ORD-1230561,2025-05-28,07:15:25,SKU-02366,2,A-01R-020-4-A,PKR-012,MULTI,FedEx Ground,GROUND
ORD-1228288,2025-05-28,15:57:29,SKU-02366,2,A-01R-020-4-A,PKR-032,MULTI,USPS Priority Mail,GROUND
ORD-1231968,2025-05-28,12:55:11,SKU-02908,1,B-02L-005-3-A,PKR-003,MULTI,FedEx Ground,GROUND
ORD-1229257,2025-05-28,21:49:23,SKU-00659,2,E-04L-020-3-B,PKR-028,MULTI,UPS Ground,PRIORITY_2D
ORD-1228356,2025-05-28,07:36:06,SKU-02665,2,B-02R-024-2-A,PKR-002,MULTI,USPS Priority Mail,STANDARD_OVERNIGHT
ORD-1235057,2025-05-28,07:59:10,SKU-00226,1,B-04R-015-1-A,PKR-029,MULTI,UPS Ground,GROUND
ORD-1229099,2025-05-28,21:27:17,SKU-02585,2,A-01R-012-4-A,PKR-007,MULTI,FedEx 2Day,GROUND
ORD-1229557,2025-05-28,08:39:45,SKU-03881,2,B-02R-002-4-A,PKR-032,MULTI,USPS Priority Mail,STANDARD_OVERNIGHT
ORD-1229768,2025-05-28,07:41:47,SKU-02908,1,B-02L-005-3-A,PKR-015,MULTI,FedEx Ground,GROUND
ORD-1235278,2025-05-28,18:07:42,SKU-02125,2,A-01R-020-2-B,PKR-013,MULTI,FedEx Ground,GROUND
ORD-1231419,2025-05-28,21:57:54,SKU-03526,1,D-01L-005-5-A,PKR-032,MULTI,USPS Priority Mail,GROUND
ORD-1235988,2025-05-28,12:36:55,SKU-01490,1,B-04R-009-1-A,PKR-030,MULTI,UPS Ground,GROUND
ORD-1232393,2025-05-28,18:03:49,SKU-04156,2,E-02R-012-3-B,PKR-025,MULTI,FedEx Ground,GROUND
ORD-1229119,2025-05-28,20:07:30,SKU-02259,1,C-02R-004-1-A,PKR-017,MULTI,FedEx Ground,PRIORITY_2D
ORD-1231057,2025-05-28,11:02:54,SKU-02366,2,A-01R-020-4-A,PKR-005,MULTI,UPS 2nd Day Air,GROUND
ORD-1234037,2025-05-28,20:32:34,SKU-04328,2,A-02L-021-1-B,PKR-013,MULTI,USPS Priority Mail,STANDARD_OVERNIGHT
