sku_id,description,category,sub_category,upc,unit_of_measure,case_qty,unit_weight_lbs,unit_length_in,unit_width_in,unit_height_in,unit_cube_cuft,shelf_type,surge_group,first_received_date,is_active,current_vel_picks_per_day,old_vel_picks_per_day,abc_tier_current,abc_tier_at_slotting,slotting_drift
SKU-01957,Trail Oxford - Size 11.5 / Olive,Apparel & Footwear,Footwear,088974898776,EA,48,3.81,15.1,7.6,6.7,0.445,APP,declining,2024-01-02,True,0.7511,1.2043,C,B,True
SKU-01958,Performance Oxford - Size 12 / Slate Blue,Apparel & Footwear,Footwear,821693944323,EA,12,4.03,15.1,8.2,7.0,0.5016,APP,declining,2024-03-07,True,0.4831,0.7747,C,B,True
SKU-01959,Trail Ankle Boot - Size 12 / Slate Blue,Apparel & Footwear,Footwear,607001800965,EA,6,1.67,12.2,8.4,4.9,0.2906,APP,declining,2024-02-15,True,2.4656,3.9535,B,A,True
SKU-01960,Classic Slip-On - Size 9 / Grey,Apparel & Footwear,Footwear,318106211196,EA,48,3.1,12.5,8.4,6.9,0.4193,APP,declining,2023-05-29,True,1.2432,1.9935,B,B,False
SKU-01961,Performance Ankle Boot - Size 7.5 / White,Apparel & Footwear,Footwear,278606962628,EA,48,2.15,15.3,7.2,5.0,0.3188,APP,declining,2023-07-26,True,0.6656,1.0673,C,B,True
SKU-01962,Trail Ankle Boot - Size 10.5 / Navy,Apparel & Footwear,Footwear,921427461094,EA,6,2.7,15.1,7.5,6.3,0.4129,APP,declining,2022-10-15,True,3.3416,5.3583,A,A,False
SKU-01963,Comfort Runner - Size 7 / White,Apparel & Footwear,Footwear,446038953473,EA,48,4.49,13.9,7.2,5.1,0.2954,APP,declining,2025-04-18,True,0.4652,0.746,C,B,True
SKU-01964,Comfort Sneaker - Size 7.5 / Dusty Rose,Apparel & Footwear,Footwear,545508837308,EA,12,3.06,13.9,7.7,6.0,0.3716,APP,declining,2024-03-29,True,1.6135,2.5872,B,B,False
SKU-01965,Comfort Sneaker - Size 8 / Slate Blue,Apparel & Footwear,Footwear,449420313551,EA,12,2.82,15.2,8.2,6.8,0.4905,APP,declining,2023-12-08,True,2.5765,4.1314,B,A,True
SKU-01966,Athletic Sport Sandal - Size 9.5 / Grey,Apparel & Footwear,Footwear,732721008959,EA,24,2.35,12.1,8.0,5.9,0.3305,APP,declining,2024-02-01,True,5.5553,8.9079,A,A,False
SKU-01967,Trail Slip-On - Size 11.5 / White,Apparel & Footwear,Footwear,615147362211,EA,12,2.76,15.4,8.1,4.4,0.3176,APP,declining,2024-12-28,True,0.2769,0.444,C,C,False
SKU-01968,Performance Sneaker - Size 12 / Tan,Apparel & Footwear,Footwear,023584405468,EA,24,3.72,15.5,8.1,6.3,0.4577,APP,declining,2025-03-22,True,4.2471,6.8102,A,A,False
SKU-01969,Performance Ankle Boot - Size 10.5 / Navy,Apparel & Footwear,Footwear,918801029104,EA,12,2.93,15.5,8.6,5.5,0.4243,APP,declining,2023-05-16,True,0.4269,0.6846,C,B,True
SKU-01970,Trail Sport Sandal - Size 10.5 / Dusty Rose,Apparel & Footwear,Footwear,866171654772,EA,12,3.98,13.8,8.9,5.8,0.4122,APP,declining,2023-11-02,True,0.6355,1.0189,C,B,True
SKU-01971,Athletic Cross-Trainer - Size 11 / Burgundy,Apparel & Footwear,Footwear,130898715034,EA,24,2.57,13.8,7.4,4.4,0.26,APP,declining,2024-07-01,True,1.3366,2.1433,B,B,False
SKU-01972,Performance Oxford - Size 11 / Tan,Apparel & Footwear,Footwear,199707694461,EA,24,3.97,13.9,8.7,4.3,0.3009,APP,declining,2023-10-18,True,3.3501,5.3719,A,A,False
SKU-01973,Running Oxford - Size 7 / Slate Blue,Apparel & Footwear,Footwear,121245844107,EA,24,3.95,15.4,8.0,6.2,0.442,APP,declining,2023-09-07,True,0.4035,0.647,C,C,False
SKU-01974,Running Ankle Boot - Size 10.5 / Burgundy,Apparel & Footwear,Footwear,780158979835,EA,24,3.06,12.8,7.5,6.1,0.3389,APP,declining,2024-04-05,True,0.3633,0.5826,C,C,False
SKU-01975,Performance Ankle Boot - Size 10.5 / Dusty Rose,Apparel & Footwear,Footwear,144548247269,EA,12,3.81,13.9,7.4,5.2,0.3095,APP,declining,2024-08-11,True,13.4347,21.5425,A,A,False
SKU-01976,Running Sneaker - Size 8 / Tan,Apparel & Footwear,Footwear,949508984158,EA,48,1.53,15.4,8.9,6.0,0.4759,APP,declining,2023-05-30,True,8.8959,14.2646,A,A,False
SKU-01977,Comfort Oxford - Size 9 / Grey,Apparel & Footwear,Footwear,140790570419,EA,24,1.6,12.4,7.1,6.8,0.3465,APP,declining,2023-09-20,True,0.2961,0.4748,C,C,False
SKU-01978,Classic Ankle Boot - Size 8 / Olive,Apparel & Footwear,Footwear,948850168928,EA,24,3.87,14.5,8.0,6.8,0.4565,APP,declining,2023-11-01,True,0.9137,1.4651,B,B,False
SKU-01979,Comfort Ankle Boot - Size 10.5 / White,Apparel & Footwear,Footwear,422047346373,EA,12,2.92,15.2,7.7,6.8,0.4606,APP,declining,2022-03-31,True,2.0637,3.309,B,A,True
SKU-01980,Athletic Sport Sandal - Size 10.5 / Tan,Apparel & Footwear,Footwear,820490805417,EA,12,3.22,16.0,7.7,5.2,0.3707,APP,declining,2023-12-27,True,1.1925,1.9123,B,B,False
SKU-01981,Comfort Slip-On - Size 11.5 / Dusty Rose,Apparel & Footwear,Footwear,188882649819,EA,24,3.05,13.8,8.1,6.3,0.4075,APP,declining,2023-08-25,True,0.2637,0.4228,C,C,False
SKU-01982,Classic Slip-On - Size 8 / Tan,Apparel & Footwear,Footwear,514867114305,EA,24,2.98,15.1,9.0,5.3,0.4168,APP,declining,2023-01-17,True,0.2818,0.4519,C,C,False
SKU-01983,Running Ankle Boot - Size 9 / Dusty Rose,Apparel & Footwear,Footwear,713495632780,EA,24,3.84,12.6,7.4,6.2,0.3345,APP,declining,2022-11-24,True,0.294,0.4715,C,C,False
SKU-01984,Athletic Ankle Boot - Size 11.5 / Burgundy,Apparel & Footwear,Footwear,385109104521,EA,6,3.44,14.0,8.7,4.6,0.3242,APP,declining,2024-01-30,True,0.8956,1.4362,B,B,False
SKU-01985,Performance Cross-Trainer - Size 9.5 / Black,Apparel & Footwear,Footwear,671420096622,EA,24,1.94,12.8,7.1,4.0,0.2104,APP,declining,2023-12-25,True,2.198,3.5245,B,A,True
SKU-01986,Running Slip-On - Size 7 / Grey,Apparel & Footwear,Footwear,899719054677,EA,12,2.97,14.3,8.7,5.8,0.4176,APP,declining,2022-12-20,True,1.7462,2.8,B,A,True
SKU-01987,Performance Cross-Trainer - Size 9.5 / Black,Apparel & Footwear,Footwear,897731542218,EA,12,1.57,12.5,7.5,4.8,0.2604,APP,declining,2022-06-13,True,1.8311,2.9363,B,A,True
SKU-01988,Performance Sport Sandal - Size 9.5 / Slate Blue,Apparel & Footwear,Footwear,286382569128,EA,12,1.99,13.7,8.9,6.0,0.4234,APP,declining,2022-12-20,True,1.8492,2.9651,B,A,True
SKU-01989,Running Ankle Boot - Size 9.5 / Burgundy,Apparel & Footwear,Footwear,730741496651,EA,48,2.41,14.0,8.6,6.8,0.4738,APP,declining,2023-01-07,True,1.184,1.8985,B,B,False
SKU-01990,Classic Cross-Trainer - Size 7 / Navy,Apparel & Footwear,Footwear,889392589654,EA,48,3.67,15.0,7.7,6.2,0.4144,APP,declining,2022-07-27,True,0.3056,0.4901,C,C,False
SKU-01991,Casual Runner - Size 12 / Olive,Apparel & Footwear,Footwear,692702598998,EA,12,1.91,15.2,8.0,4.1,0.2885,APP,declining,2024-12-24,True,0.6015,0.9644,C,B,True
SKU-01992,Athletic Sneaker - Size 7.5 / Olive,Apparel & Footwear,Footwear,344114268006,EA,6,2.06,15.0,8.8,4.6,0.3514,APP,declining,2023-05-04,True,0.475,0.7616,C,B,True
SKU-01993,Running Cross-Trainer - Size 8 / Black,Apparel & Footwear,Footwear,443512098202,EA,48,2.87,15.6,7.3,4.2,0.2768,APP,declining,2022-10-16,True,1.1101,1.7801,B,B,False
SKU-01994,Athletic Cross-Trainer - Size 7 / Dusty Rose,Apparel & Footwear,Footwear,129506533597,EA,12,4.27,14.1,7.0,5.1,0.2913,APP,declining,2024-08-07,True,1.9026,3.0508,B,A,True
SKU-01995,Comfort Oxford - Size 10 / Tan,Apparel & Footwear,Footwear,605596456475,EA,48,2.09,15.2,7.1,4.5,0.281,APP,declining,2024-10-07,True,1.2339,1.9786,B,B,False
SKU-01996,Classic Cross-Trainer - Size 7 / Dusty Rose,Apparel & Footwear,Footwear,177183798111,EA,48,3.98,15.9,8.1,5.1,0.3801,APP,declining,2023-08-21,True,0.641,1.0278,C,B,True
SKU-01997,Athletic Sneaker - Size 9.5 / Slate Blue,Apparel & Footwear,Footwear,925962504502,EA,48,3.26,14.4,7.3,6.2,0.3772,APP,declining,2023-05-17,True,0.3034,0.4864,C,C,False
SKU-01998,Athletic Ankle Boot - Size 9.5 / White,Apparel & Footwear,Footwear,018331882741,EA,24,2.19,13.7,7.4,5.3,0.3109,APP,declining,2025-02-14,True,0.2672,0.4285,C,C,False
SKU-01999,Performance Ankle Boot - Size 7.5 / Navy,Apparel & Footwear,Footwear,594730219081,EA,6,1.58,12.9,8.0,5.2,0.3106,APP,declining,2023-09-10,True,17.5547,28.1489,A,A,False
SKU-02000,Trail Ankle Boot - Size 11 / Burgundy,Apparel & Footwear,Footwear,306953836475,EA,12,1.73,12.2,7.2,6.0,0.305,APP,declining,2024-01-16,True,1.4203,2.2774,B,B,False
SKU-02001,Brightening Eye Cream,Health & Beauty,Skincare,269676991498,EA,24,0.63,4.0,2.3,2.2,0.0117,HB,surge,2023-12-19,True,0.9328,0.5779,B,C,True
SKU-02002,Anti-Aging SPF 30 Sunscreen,Health & Beauty,Skincare,352062874490,EA,12,0.63,5.8,1.9,3.3,0.021,HB,surge,2025-03-11,True,0.9349,0.5792,B,C,True
SKU-02003,Brightening Exfoliant,Health & Beauty,Skincare,137317654773,EA,6,1.11,7.7,3.6,3.1,0.0497,HB,surge,2022-08-08,True,0.929,0.5756,B,C,True
SKU-02004,Ultra Moisturizer,Health & Beauty,Skincare,284469832322,EA,12,0.57,4.5,3.0,5.6,0.0437,HB,surge,2025-04-27,True,0.9911,0.6141,B,C,True
SKU-02005,Reviving Cleanser,Health & Beauty,Skincare,371928033402,EA,48,1.03,2.5,2.3,3.5,0.0116,HB,surge,2022-06-05,True,4.207,2.6064,A,A,False
SKU-02006,Anti-Aging Eye Cream,Health & Beauty,Skincare,676362634197,EA,6,0.23,7.7,4.3,6.3,0.1207,HB,surge,2023-11-13,True,0.9416,0.5834,B,C,True
SKU-02007,Hydrating Eye Cream,Health & Beauty,Skincare,643186379794,EA,12,1.07,7.3,1.6,3.3,0.0223,HB,surge,2022-09-08,True,1.7039,1.0556,B,B,False
SKU-02008,Daily SPF 30 Sunscreen,Health & Beauty,Skincare,312883143473,EA,12,0.77,8.0,4.3,6.3,0.1254,HB,surge,2025-01-15,True,1.0396,0.644,B,C,True
SKU-02009,Reviving Cleanser,Health & Beauty,Skincare,786497055249,EA,6,0.32,6.8,3.6,7.7,0.1091,HB,surge,2022-05-31,True,0.763,0.4727,C,C,False
SKU-02010,Daily Moisturizer,Health & Beauty,Skincare,169108952097,EA,48,0.22,7.0,1.3,7.6,0.04,HB,surge,2022-11-11,True,0.82,0.508,B,C,True
SKU-02011,Ultra Moisturizer,Health & Beauty,Skincare,063244698845,EA,6,0.63,6.4,1.2,3.9,0.0173,HB,surge,2023-07-17,True,1.3358,0.8276,B,B,False
SKU-02012,Daily Sheet Mask,Health & Beauty,Skincare,410022469749,EA,24,1.08,7.2,1.4,4.8,0.028,HB,surge,2024-01-13,True,1.5165,0.9395,B,B,False
SKU-02013,Anti-Aging Moisturizer,Health & Beauty,Skincare,694107138588,EA,24,0.56,2.9,1.8,2.6,0.0079,HB,surge,2022-05-22,True,5.409,3.3511,A,A,False
SKU-02014,Daily Exfoliant,Health & Beauty,Skincare,803527787832,EA,12,0.36,7.5,2.0,6.8,0.059,HB,surge,2022-08-27,True,0.8911,0.5521,B,C,True
SKU-02015,Gentle Cleanser,Health & Beauty,Skincare,710601350137,EA,6,0.46,3.4,1.0,3.4,0.0067,HB,surge,2024-06-21,True,0.8237,0.5103,B,C,True
SKU-02016,Anti-Aging Moisturizer,Health & Beauty,Skincare,733996094080,EA,12,0.44,5.8,4.8,7.9,0.1273,HB,surge,2025-02-23,True,9.4395,5.8481,A,A,False
SKU-02017,Ultra Eye Cream,Health & Beauty,Skincare,291597011920,EA,12,0.98,2.8,1.7,5.5,0.0152,HB,surge,2024-06-25,True,1.0908,0.6758,B,B,False
SKU-02018,Daily Eye Cream,Health & Beauty,Skincare,322060100906,EA,12,0.6,3.4,3.7,6.1,0.0444,HB,surge,2024-12-11,True,1.6861,1.0446,B,B,False
SKU-02019,Gentle Sheet Mask,Health & Beauty,Skincare,114571175426,EA,24,0.2,6.9,4.2,7.6,0.1275,HB,surge,2025-04-16,True,1.2649,0.7837,B,B,False
SKU-02020,Brightening SPF 30 Sunscreen,Health & Beauty,Skincare,177116871302,EA,24,0.96,3.4,4.4,3.1,0.0268,HB,surge,2024-04-13,True,1.1191,0.6933,B,B,False
SKU-02021,Gentle Eye Cream,Health & Beauty,Skincare,123201874039,EA,24,0.43,5.8,1.2,2.2,0.0089,HB,surge,2022-12-17,True,2.9735,1.8422,A,B,True
SKU-02022,Daily Exfoliant,Health & Beauty,Skincare,830651056154,EA,6,0.54,7.2,3.5,5.4,0.0788,HB,surge,2023-05-31,True,0.8135,0.504,B,C,True
SKU-02023,Ultra Toner,Health & Beauty,Skincare,309389464528,EA,6,0.27,3.3,4.3,3.5,0.0287,HB,surge,2023-04-10,True,1.9069,1.1814,B,B,False
SKU-02024,Hydrating Toner,Health & Beauty,Skincare,428011259997,EA,12,0.99,5.9,4.5,5.7,0.0876,HB,surge,2022-11-26,True,0.7697,0.4769,B,C,True
SKU-02025,Daily Exfoliant,Health & Beauty,Skincare,745481426221,EA,48,0.83,7.4,3.9,3.6,0.0601,HB,surge,2024-09-09,True,0.6864,0.4253,C,C,False
SKU-02026,Brightening Exfoliant,Health & Beauty,Skincare,290789557673,EA,48,1.11,4.1,4.3,2.4,0.0245,HB,surge,2024-01-02,True,0.9586,0.5939,B,C,True
SKU-02027,Anti-Aging SPF 30 Sunscreen,Health & Beauty,Skincare,318751632204,EA,24,0.93,2.3,1.1,7.2,0.0105,HB,surge,2022-09-27,True,1.0453,0.6476,B,C,True
SKU-02028,Daily Serum,Health & Beauty,Skincare,805134679350,EA,6,1.06,3.3,2.4,7.0,0.0321,HB,surge,2022-04-15,True,0.7943,0.4921,B,C,True
SKU-02029,Daily Cleanser,Health & Beauty,Skincare,366704428806,EA,48,1.13,5.9,3.7,7.6,0.096,HB,surge,2024-06-17,True,1.3702,0.8489,B,B,False
SKU-02030,Anti-Aging Exfoliant,Health & Beauty,Skincare,803619280806,EA,12,0.79,6.9,2.1,6.6,0.0553,HB,surge,2023-11-29,True,2.5757,1.5957,B,B,False
SKU-02031,Brightening Cleanser,Health & Beauty,Skincare,053433237274,EA,24,0.84,3.9,3.2,5.2,0.0376,HB,surge,2025-01-04,True,0.8762,0.5429,B,C,True
SKU-02032,Brightening Eye Cream,Health & Beauty,Skincare,188729883761,EA,24,1.09,2.4,4.3,3.4,0.0203,HB,surge,2023-08-18,True,4.2019,2.6032,A,B,True
SKU-02033,Reviving SPF 30 Sunscreen,Health & Beauty,Skincare,769316667508,EA,12,0.47,7.3,4.5,3.9,0.0741,HB,surge,2024-08-07,True,0.8965,0.5554,B,C,True
SKU-02034,Gentle Sheet Mask,Health & Beauty,Skincare,306538318104,EA,24,0.98,6.1,2.1,4.5,0.0334,HB,surge,2024-06-26,True,60.8514,37.6994,A,A,False
SKU-02035,Reviving Moisturizer,Health & Beauty,Skincare,646653327447,EA,24,0.4,5.8,2.6,7.1,0.062,HB,surge,2022-05-03,True,0.6897,0.4273,C,C,False
SKU-02036,Ultra Cleanser,Health & Beauty,Skincare,585278258107,EA,24,0.15,5.2,3.5,2.5,0.0263,HB,surge,2024-11-19,True,0.708,0.4386,C,C,False
SKU-02037,Reviving SPF 30 Sunscreen,Health & Beauty,Skincare,147566961417,EA,48,0.89,6.8,3.3,3.6,0.0467,HB,surge,2022-12-01,True,1.2144,0.7524,B,B,False
SKU-02038,Anti-Aging Eye Cream,Health & Beauty,Skincare,083808627778,EA,48,0.87,3.6,2.9,4.6,0.0278,HB,surge,2024-11-08,True,2.0248,1.2544,B,B,False
SKU-02039,Ultra Toner,Health & Beauty,Skincare,110507988798,EA,12,0.14,2.6,3.4,4.5,0.023,HB,surge,2023-06-15,True,1.0706,0.6633,B,C,True
SKU-02040,Anti-Aging Cleanser,Health & Beauty,Skincare,465432638120,EA,48,1.02,4.5,4.4,7.4,0.0848,HB,surge,2024-01-23,True,1.3438,0.8325,B,B,False
SKU-02041,Gentle Cleanser,Health & Beauty,Skincare,749292885176,EA,48,0.15,7.3,3.6,7.1,0.108,HB,surge,2024-08-30,True,1.3898,0.861,B,B,False
SKU-02042,Hydrating Toner,Health & Beauty,Skincare,280082304996,EA,24,0.49,2.0,2.9,2.8,0.0094,HB,surge,2023-04-30,True,0.9293,0.5757,B,C,True
SKU-02043,Brightening Serum,Health & Beauty,Skincare,089071256012,EA,24,0.67,7.2,1.6,6.8,0.0453,HB,surge,2024-02-04,True,11.0281,6.8322,A,A,False
SKU-02044,Brightening Eye Cream,Health & Beauty,Skincare,545464984376,EA,12,0.27,6.2,3.0,5.8,0.0624,HB,surge,2022-09-19,True,27.9318,17.3046,A,A,False
SKU-02045,Gentle Exfoliant,Health & Beauty,Skincare,573706706756,EA,6,0.78,3.4,1.5,5.5,0.0162,HB,surge,2022-03-22,True,35.8703,22.2228,A,A,False
SKU-02046,Daily SPF 30 Sunscreen,Health & Beauty,Skincare,738582206723,EA,24,0.94,4.6,3.7,5.7,0.0561,HB,surge,2022-12-19,True,3.2485,2.0125,A,B,True
SKU-02047,Gentle Serum,Health & Beauty,Skincare,842904776492,EA,6,0.64,6.9,4.0,6.6,0.1054,HB,surge,2023-05-17,True,2.5602,1.5861,B,B,False
SKU-02048,Brightening Toner,Health & Beauty,Skincare,990651778677,EA,24,0.62,3.6,2.5,3.0,0.0156,HB,surge,2023-07-08,True,1.853,1.148,B,B,False
SKU-02049,Anti-Aging Toner,Health & Beauty,Skincare,277028340602,EA,12,0.17,3.2,4.1,6.5,0.0494,HB,surge,2022-12-03,True,1.327,0.8221,B,B,False
SKU-02050,Hydrating Eye Cream,Health & Beauty,Skincare,325297820088,EA,24,1.18,3.5,4.1,5.6,0.0465,HB,surge,2023-07-02,True,72.5038,44.9184,A,A,False
SKU-02051,Reviving Eye Cream,Health & Beauty,Skincare,108346498319,EA,24,0.93,5.6,3.1,6.6,0.0663,HB,surge,2022-12-20,True,0.7098,0.4397,C,C,False
SKU-02052,Ultra Toner,Health & Beauty,Skincare,802482990324,EA,48,0.63,4.6,1.5,5.7,0.0228,HB,surge,2024-03-08,True,0.6959,0.4311,C,C,False
SKU-02053,Ultra Serum,Health & Beauty,Skincare,344820182048,EA,48,0.25,4.1,4.1,5.7,0.0554,HB,surge,2022-05-09,True,6.1734,3.8246,A,A,False
SKU-02054,Ultra Exfoliant,Health & Beauty,Skincare,950314201410,EA,12,1.0,2.1,3.1,7.0,0.0264,HB,surge,2023-04-29,True,1.169,0.7242,B,B,False
SKU-02055,Reviving Serum,Health & Beauty,Skincare,453677267436,EA,24,0.53,3.1,1.1,7.5,0.0148,HB,surge,2024-07-30,True,0.9686,0.6001,B,C,True
SKU-02056,Hydrating Moisturizer,Health & Beauty,Skincare,620610748817,EA,12,0.72,3.2,4.7,5.1,0.0444,HB,surge,2023-02-18,True,2.7503,1.7039,A,B,True
SKU-02057,Anti-Aging Eye Cream,Health & Beauty,Skincare,453071709280,EA,12,0.62,4.7,1.0,5.6,0.0152,HB,surge,2024-01-19,True,1.1497,0.7123,B,B,False
SKU-02058,Reviving Moisturizer,Health & Beauty,Skincare,882293059263,EA,12,0.62,4.6,1.8,5.1,0.0244,HB,surge,2023-12-09,True,1.7324,1.0733,B,B,False
SKU-02059,Gentle Sheet Mask,Health & Beauty,Skincare,247975599712,EA,12,0.52,6.9,4.4,4.4,0.0773,HB,surge,2024-08-26,True,0.7029,0.4355,C,C,False
SKU-02060,Ultra Moisturizer,Health & Beauty,Skincare,655877204335,EA,48,0.27,6.8,2.2,6.1,0.0528,HB,surge,2022-10-24,True,5.2997,3.2833,A,A,False
SKU-02061,Gentle Toner,Health & Beauty,Skincare,704865289385,EA,12,0.89,5.3,4.2,4.6,0.0593,HB,surge,2024-04-29,True,3.9034,2.4183,A,B,True
SKU-02062,Brightening Moisturizer,Health & Beauty,Skincare,637364256676,EA,48,0.55,2.9,4.0,3.7,0.0248,HB,surge,2024-01-12,True,1.4128,0.8753,B,B,False
SKU-02063,Daily Moisturizer,Health & Beauty,Skincare,445921170786,EA,12,0.63,2.8,3.1,7.3,0.0367,HB,surge,2023-04-07,True,1.4675,0.9092,B,B,False
SKU-02064,Daily Eye Cream,Health & Beauty,Skincare,902149430321,EA,6,0.12,6.5,3.0,5.1,0.0576,HB,surge,2023-05-13,True,0.8379,0.5191,B,C,True
SKU-02065,Gentle Moisturizer,Health & Beauty,Skincare,504216192043,EA,24,0.91,7.5,3.2,3.7,0.0514,HB,surge,2023-04-02,True,1.2338,0.7644,B,B,False
SKU-02066,Brightening Moisturizer,Health & Beauty,Skincare,843367210499,EA,24,0.73,5.9,2.9,3.6,0.0356,HB,surge,2023-09-07,True,0.8826,0.5468,B,C,True
SKU-02067,Reviving Sheet Mask,Health & Beauty,Skincare,913821334995,EA,6,0.36,7.6,2.0,6.5,0.0572,HB,surge,2024-07-17,True,0.9153,0.5671,B,C,True
SKU-02068,Anti-Aging SPF 30 Sunscreen,Health & Beauty,Skincare,941937796534,EA,24,0.1,2.0,2.1,5.2,0.0126,HB,surge,2023-07-29,True,0.9013,0.5584,B,C,True
SKU-02069,Reviving Cleanser,Health & Beauty,Skincare,738422252378,EA,24,0.51,3.3,4.3,6.1,0.0501,HB,surge,2023-09-11,True,0.7745,0.4798,B,C,True
SKU-02070,Gentle Cleanser,Health & Beauty,Skincare,044356982944,EA,6,0.55,6.5,4.6,6.9,0.1194,HB,surge,2023-04-01,True,1.7064,1.0572,B,B,False
SKU-02071,Brightening Moisturizer,Health & Beauty,Skincare,859306160166,EA,6,0.42,2.5,2.0,2.1,0.0061,HB,surge,2024-10-14,True,0.7327,0.4539,C,C,False
SKU-02072,Brightening Cleanser,Health & Beauty,Skincare,763353176675,EA,48,0.11,7.8,1.1,4.1,0.0204,HB,surge,2022-07-20,True,1.2329,0.7638,B,B,False
SKU-02073,Anti-Aging Exfoliant,Health & Beauty,Skincare,594702640276,EA,24,0.22,4.8,2.0,2.2,0.0122,HB,surge,2024-04-06,True,15.2128,9.4248,A,A,False
SKU-02074,Gentle Eye Cream,Health & Beauty,Skincare,281234286676,EA,24,1.11,3.2,2.4,7.6,0.0338,HB,surge,2023-04-10,True,1.848,1.1449,B,B,False
SKU-02075,Reviving Serum,Health & Beauty,Skincare,770413161439,EA,24,1.11,5.1,1.7,4.8,0.0241,HB,surge,2024-04-04,True,1.0097,0.6255,B,C,True
SKU-02076,Gentle Sheet Mask,Health & Beauty,Skincare,801797008449,EA,12,0.89,5.3,1.3,4.8,0.0191,HB,surge,2024-06-22,True,1.0367,0.6423,B,C,True
SKU-02077,Ultra Moisturizer,Health & Beauty,Skincare,426826560676,EA,48,1.09,2.9,1.0,5.2,0.0087,HB,surge,2022-12-29,True,6.9262,4.291,A,A,False
SKU-02078,Anti-Aging SPF 30 Sunscreen,Health & Beauty,Skincare,641493642391,EA,24,0.84,7.0,3.2,4.1,0.0531,HB,surge,2022-09-23,True,1.4752,0.9139,B,B,False
SKU-02079,Gentle Cleanser,Health & Beauty,Skincare,682063543756,EA,24,0.93,4.0,4.8,7.7,0.0856,HB,surge,2023-03-20,True,1.3066,0.8095,B,B,False
SKU-02080,Anti-Aging Toner,Health & Beauty,Skincare,580328416149,EA,12,0.94,7.7,3.2,7.4,0.1055,HB,surge,2024-01-06,True,1.0669,0.661,B,C,True
SKU-02081,Anti-Aging Exfoliant,Health & Beauty,Skincare,207571607823,EA,12,0.61,7.7,2.4,3.4,0.0364,HB,surge,2023-07-14,True,0.7553,0.4679,C,C,False
SKU-02082,Ultra Sheet Mask,Health & Beauty,Skincare,532341214411,EA,24,0.22,5.0,3.5,4.7,0.0476,HB,surge,2024-09-02,True,1.0339,0.6405,B,C,True
SKU-02083,Reviving Eye Cream,Health & Beauty,Skincare,853362630523,EA,12,0.28,6.8,2.8,5.3,0.0584,HB,surge,2024-12-13,True,1.1462,0.7101,B,B,False
SKU-02084,Hydrating Serum,Health & Beauty,Skincare,219081892217,EA,12,1.11,6.4,1.3,7.4,0.0356,HB,surge,2023-04-30,True,0.7061,0.4375,C,C,False
SKU-02085,Reviving Serum,Health & Beauty,Skincare,438570978655,EA,24,0.67,4.2,1.4,6.3,0.0214,HB,surge,2023-10-19,True,94.6577,58.6434,A,A,False
SKU-02086,Ultra Cleanser,Health & Beauty,Skincare,208040624536,EA,24,0.47,4.1,1.3,6.1,0.0188,HB,surge,2024-01-15,True,1.2132,0.7516,B,B,False
SKU-02087,Anti-Aging SPF 30 Sunscreen,Health & Beauty,Skincare,780848781575,EA,24,0.55,5.5,3.4,7.1,0.0768,HB,surge,2023-01-22,True,1.2432,0.7702,B,B,False
SKU-02088,Anti-Aging Sheet Mask,Health & Beauty,Skincare,303441735555,EA,12,0.32,4.2,4.7,5.1,0.0583,HB,surge,2023-10-26,True,0.6949,0.4305,C,C,False
SKU-02089,Reviving Moisturizer,Health & Beauty,Skincare,864129165283,EA,24,0.12,4.7,1.1,4.4,0.0132,HB,surge,2025-01-28,True,4.8961,3.0333,A,A,False
SKU-02090,Daily Cleanser,Health & Beauty,Skincare,962908000173,EA,6,0.12,7.5,3.7,6.7,0.1076,HB,surge,2024-04-17,True,1.9155,1.1867,B,B,False
SKU-02091,Reviving Exfoliant,Health & Beauty,Skincare,671360785407,EA,48,0.68,3.6,4.2,2.0,0.0175,HB,surge,2022-07-29,True,1.2937,0.8015,B,B,False
SKU-02092,Gentle Serum,Health & Beauty,Skincare,096823663972,EA,6,0.14,3.6,1.5,2.6,0.0081,HB,surge,2025-05-05,True,1.3528,0.8381,B,B,False
SKU-02093,Gentle Eye Cream,Health & Beauty,Skincare,416606126714,EA,12,1.01,6.3,1.6,4.9,0.0286,HB,surge,2023-02-15,True,0.8106,0.5022,B,C,True
SKU-02094,Anti-Aging Moisturizer,Health & Beauty,Skincare,979632191861,EA,48,0.8,4.7,2.2,3.2,0.0191,HB,surge,2024-11-12,True,0.8662,0.5366,B,C,True
SKU-02095,Reviving Cleanser,Health & Beauty,Skincare,601462447268,EA,24,0.7,2.6,4.9,5.8,0.0428,HB,surge,2023-01-29,True,1.0317,0.6392,B,C,True
SKU-02096,Anti-Aging Cleanser,Health & Beauty,Skincare,538399477844,EA,12,1.1,3.2,2.5,6.8,0.0315,HB,surge,2023-07-06,True,0.856,0.5303,B,C,True
SKU-02097,Reviving Toner,Health & Beauty,Skincare,330548972146,EA,6,0.6,4.7,1.5,7.1,0.029,HB,surge,2023-10-19,True,0.7519,0.4658,C,C,False
SKU-02098,Gentle Sheet Mask,Health & Beauty,Skincare,394383713928,EA,12,0.39,2.2,3.5,6.7,0.0299,HB,surge,2022-04-27,True,0.9333,0.5782,B,C,True
