receipt_id,po_number,receipt_date,receipt_time,sku_id,expected_qty,received_qty,variance_qty,putaway_location,putaway_timestamp,associate_id,condition
RCPT-113906,PO-50027,2025-04-04,09:42:00,SKU-02893,147,145,-2,B-01L-026-2-B,2025-04-04 11:13:00,RCV-003,NEW
RCPT-113867,PO-50027,2025-04-04,06:07:00,SKU-02228,12,13,1,E-02L-011-1-A,2025-04-04 08:12:00,RCV-003,NEW
RCPT-114002,PO-50027,2025-04-04,06:12:00,SKU-04308,610,610,0,B-02R-019-4-A,2025-04-04 06:45:00,RCV-005,NEW
RCPT-113943,PO-50027,2025-04-04,11:36:00,SKU-03444,58,59,1,D-01L-004-1-A,2025-04-04 13:41:00,RCV-004,NEW
RCPT-113972,PO-50027,2025-04-04,09:30:00,SKU-02582,22,21,-1,D-02R-024-4-A,2025-04-04 10:42:00,RCV-004,NEW
RCPT-113984,PO-50027,2025-04-04,10:41:00,SKU-04384,12,10,-2,C-01L-007-5-A,2025-04-04 12:31:00,RCV-005,NEW
RCPT-113977,PO-50027,2025-04-04,10:00:00,SKU-01611,18,19,1,B-03L-017-3-A,2025-04-04 10:45:00,RCV-006,NEW
RCPT-113904,PO-50027,2025-04-04,09:52:00,SKU-01331,744,743,-1,A-03R-003-4-B,2025-04-04 10:59:00,RCV-001,NEW
RCPT-113909,PO-50027,2025-04-04,07:42:00,SKU-02291,145,145,0,D-01R-026-1-A,2025-04-04 10:09:00,RCV-007,NEW
RCPT-113955,PO-50027,2025-04-04,06:00:00,SKU-01857,126,127,1,A-04R-005-1-A,2025-04-04 08:18:00,RCV-008,NEW
RCPT-113989,PO-50027,2025-04-04,11:40:00,SKU-04940,99,101,2,C-02L-001-4-B,2025-04-04 12:58:00,RCV-001,NEW
RCPT-114055,PO-50027,2025-04-05,10:55:00,SKU-03459,23,21,-2,A-01R-026-3-A,2025-04-05 13:39:00,RCV-003,NEW
RCPT-114160,PO-50027,2025-04-05,09:05:00,SKU-02099,12,12,0,D-02L-010-2-B,2025-04-05 10:55:00,RCV-004,NEW
RCPT-114137,PO-50027,2025-04-05,07:41:00,SKU-03095,160,159,-1,B-01L-010-3-A,2025-04-05 10:36:00,RCV-003,NEW
RCPT-114047,PO-50027,2025-04-05,08:17:00,SKU-01204,4041,4041,0,A-03R-016-1-B,2025-04-05 09:33:00,RCV-003,NEW
RCPT-114070,PO-50027,2025-04-05,06:57:00,SKU-00134,13,15,2,E-04R-012-1-B,2025-04-05 08:41:00,RCV-008,NEW
RCPT-114088,PO-50027,2025-04-05,06:58:00,SKU-04786,39,40,1,A-01R-011-4-A,2025-04-05 07:41:00,RCV-007,NEW
RCPT-114167,PO-50027,2025-04-05,07:30:00,SKU-01803,402,403,1,B-03R-020-1-A,2025-04-05 08:38:00,RCV-007,NEW
RCPT-114152,PO-50027,2025-04-05,11:55:00,SKU-00673,199,201,2,C-03L-015-4-A,2025-04-05 13:38:00,RCV-007,NEW
RCPT-114091,PO-50027,2025-04-05,08:35:00,SKU-02679,37,38,1,B-02R-015-2-A,2025-04-05 09:42:00,RCV-003,NEW
RCPT-114159,PO-50027,2025-04-05,09:45:00,SKU-04895,20,19,-1,B-02L-011-5-A,2025-04-05 12:37:00,RCV-002,NEW
RCPT-114163,PO-50027,2025-04-05,09:39:00,SKU-00559,185,186,1,A-04R-005-4-A,2025-04-05 10:16:00,RCV-002,NEW
RCPT-114071,PO-50027,2025-04-05,07:34:00,SKU-04928,314,314,0,B-01L-013-2-B,2025-04-05 10:14:00,RCV-005,NEW
RCPT-114054,PO-50027,2025-04-05,08:04:00,SKU-03200,12,10,-2,C-02L-007-4-A,2025-04-05 09:40:00,RCV-003,NEW
RCPT-114118,PO-50027,2025-04-05,07:22:00,SKU-01124,320,320,0,B-03R-007-4-A,2025-04-05 10:04:00,RCV-005,NEW
RCPT-114059,PO-50027,2025-04-05,10:23:00,SKU-02243,35,33,-2,D-02R-010-4-A,2025-04-05 13:16:00,RCV-005,NEW
RCPT-114040,PO-50027,2025-04-05,06:19:00,SKU-00495,26,26,0,C-03L-011-4-B,2025-04-05 08:41:00,RCV-003,NEW
RCPT-114095,PO-50027,2025-04-05,10:32:00,SKU-03826,29,29,0,B-02R-016-4-A,2025-04-05 13:26:00,RCV-002,NEW
RCPT-114076,PO-50027,2025-04-05,08:37:00,SKU-02937,297,298,1,C-02R-019-5-A,2025-04-05 10:39:00,RCV-001,NEW
RCPT-114131,PO-50027,2025-04-05,09:41:00,SKU-01282,12,10,-2,C-03R-015-4-A,2025-04-05 11:47:00,RCV-005,NEW
RCPT-114081,PO-50027,2025-04-05,08:14:00,SKU-02893,291,292,1,B-01L-026-2-B,2025-04-05 10:48:00,RCV-007,NEW
RCPT-114015,PO-50027,2025-04-05,08:32:00,SKU-03160,12,11,-1,C-02R-024-1-A,2025-04-05 10:19:00,RCV-008,NEW
RCPT-114066,PO-50027,2025-04-05,11:04:00,SKU-02775,421,422,1,C-01R-023-3-A,2025-04-05 12:48:00,RCV-002,NEW
RCPT-114097,PO-50027,2025-04-05,09:42:00,SKU-00838,739,737,-2,A-03L-009-1-B,2025-04-05 11:52:00,RCV-007,NEW
RCPT-114100,PO-50027,2025-04-05,11:21:00,SKU-03653,12,10,-2,C-02R-004-4-A,2025-04-05 11:57:00,RCV-005,NEW
RCPT-114171,PO-50027,2025-04-05,12:21:00,SKU-00264,88,90,2,C-03L-008-1-B,2025-04-05 13:24:00,RCV-008,NEW
RCPT-114085,PO-50027,2025-04-05,08:37:00,SKU-02085,1266,1267,1,D-02R-008-1-A,2025-04-05 11:35:00,RCV-001,NEW
RCPT-114058,PO-50027,2025-04-05,12:26:00,SKU-03970,51,51,0,C-02L-022-1-A,2025-04-05 14:26:00,RCV-006,NEW
RCPT-114126,PO-50027,2025-04-05,08:44:00,SKU-00588,16,15,-1,C-03L-004-4-B,2025-04-05 10:21:00,RCV-004,NEW
RCPT-114123,PO-50027,2025-04-05,06:29:00,SKU-02480,95,95,0,A-02R-005-1-B,2025-04-05 07:02:00,RCV-004,NEW
RCPT-114032,PO-50027,2025-04-05,10:36:00,SKU-02366,3988,3987,-1,A-01R-020-4-A,2025-04-05 13:24:00,RCV-002,NEW
RCPT-114115,PO-50027,2025-04-05,12:51:00,SKU-03148,13,14,1,B-02L-021-4-B,2025-04-05 15:35:00,RCV-007,NEW
RCPT-114018,PO-50027,2025-04-05,11:43:00,SKU-04041,7086,7087,1,A-02R-002-2-B,2025-04-05 14:31:00,RCV-008,NEW
RCPT-114176,PO-50027,2025-04-05,09:03:00,SKU-03150,12,11,-1,D-01R-012-3-A,2025-04-05 10:37:00,RCV-008,NEW
RCPT-114103,PO-50027,2025-04-05,06:17:00,SKU-04971,13,14,1,D-01R-016-3-B,2025-04-05 08:32:00,RCV-007,NEW
RCPT-114238,PO-50027,2025-04-07,08:25:00,SKU-02104,2605,2607,2,B-01R-002-1-A,2025-04-07 11:09:00,RCV-001,NEW
RCPT-114225,PO-50027,2025-04-07,10:53:00,SKU-01037,12,11,-1,C-03R-001-3-A,2025-04-07 11:23:00,RCV-002,NEW
RCPT-114304,PO-50027,2025-04-07,10:00:00,SKU-04651,23,25,2,D-02R-001-1-B,2025-04-07 10:35:00,RCV-005,NEW
RCPT-114219,PO-50027,2025-04-07,07:16:00,SKU-02609,1470,1469,-1,C-01R-013-1-B,2025-04-07 07:49:00,RCV-005,NEW
RCPT-114297,PO-50027,2025-04-07,09:43:00,SKU-04841,105,105,0,B-01L-019-4-A,2025-04-07 10:58:00,RCV-007,NEW
RCPT-114237,PO-50027,2025-04-07,12:18:00,SKU-00354,119,119,0,A-03R-003-1-B,2025-04-07 13:25:00,RCV-004,NEW
RCPT-114275,PO-50027,2025-04-07,10:36:00,SKU-04475,32,34,2,A-01L-026-4-A,2025-04-07 11:30:00,RCV-001,NEW
RCPT-114263,PO-50027,2025-04-07,08:10:00,SKU-02304,21,21,0,C-02R-010-5-B,2025-04-07 10:11:00,RCV-003,NEW
RCPT-114202,PO-50027,2025-04-07,10:48:00,SKU-00553,67,66,-1,A-04L-016-4-B,2025-04-07 13:20:00,RCV-002,NEW
RCPT-114233,PO-50027,2025-04-07,11:32:00,SKU-04245,65,64,-1,B-01R-001-1-A,2025-04-07 12:52:00,RCV-005,NEW
RCPT-114303,PO-50027,2025-04-07,09:36:00,SKU-03932,44,42,-2,B-02L-019-5-B,2025-04-07 11:46:00,RCV-005,NEW
RCPT-114205,PO-50027,2025-04-07,12:42:00,SKU-04854,12,13,1,D-02R-004-1-B,2025-04-07 13:30:00,RCV-001,NEW
RCPT-114340,PO-50027,2025-04-07,08:42:00,SKU-01170,554,554,0,A-03L-002-3-B,2025-04-07 11:29:00,RCV-008,NEW
RCPT-114341,PO-50027,2025-04-07,10:00:00,SKU-03457,12,12,0,D-02L-003-5-A,2025-04-07 12:06:00,RCV-003,NEW
RCPT-114213,PO-50027,2025-04-07,07:23:00,SKU-02044,193,191,-2,A-01R-023-5-B,2025-04-07 09:45:00,RCV-001,NEW
RCPT-114248,PO-50027,2025-04-07,07:35:00,SKU-00090,194,192,-2,C-04R-005-2-A,2025-04-07 08:56:00,RCV-007,NEW
RCPT-114280,PO-50027,2025-04-07,11:37:00,SKU-01528,56,54,-2,B-03R-015-4-B,2025-04-07 13:04:00,RCV-002,NEW
RCPT-114241,PO-50027,2025-04-07,07:40:00,SKU-00535,301,303,2,A-03R-010-2-A,2025-04-07 10:30:00,RCV-007,NEW
RCPT-114197,PO-50027,2025-04-07,10:36:00,SKU-02366,2435,2433,-2,A-01R-020-4-A,2025-04-07 12:45:00,RCV-004,NEW
RCPT-114346,PO-50027,2025-04-07,12:18:00,SKU-01222,12,14,2,A-04L-010-1-A,2025-04-07 14:22:00,RCV-004,NEW
RCPT-114193,PO-50027,2025-04-07,10:15:00,SKU-04196,126,124,-2,A-01R-014-5-B,2025-04-07 12:16:00,RCV-003,NEW
RCPT-114221,PO-50027,2025-04-07,12:44:00,SKU-02740,28,26,-2,C-02L-014-3-A,2025-04-07 15:03:00,RCV-003,NEW
RCPT-114299,PO-50027,2025-04-07,08:13:00,SKU-01300,57,58,1,A-04L-007-2-A,2025-04-07 08:43:00,RCV-005,NEW
RCPT-114349,PO-50027,2025-04-07,07:43:00,SKU-02539,36,36,0,A-01L-024-2-B,2025-04-07 09:17:00,RCV-001,NEW
RCPT-114200,PO-50027,2025-04-07,08:02:00,SKU-03479,12,13,1,B-01R-003-4-B,2025-04-07 09:30:00,RCV-008,NEW
RCPT-114230,PO-50027,2025-04-07,06:22:00,SKU-04768,654,654,0,A-01R-021-2-A,2025-04-07 07:47:00,RCV-005,NEW
RCPT-114198,PO-50027,2025-04-07,07:14:00,SKU-02266,331,331,0,A-01L-021-3-B,2025-04-07 08:50:00,RCV-004,NEW
RCPT-114322,PO-50027,2025-04-07,09:31:00,SKU-02772,251,250,-1,A-02R-012-5-A,2025-04-07 11:41:00,RCV-005,NEW
RCPT-114204,PO-50027,2025-04-07,10:55:00,SKU-03727,7547,7545,-2,B-02R-023-4-A,2025-04-07 11:50:00,RCV-001,NEW
RCPT-114234,PO-50027,2025-04-07,12:48:00,SKU-04802,12,10,-2,C-02L-025-3-B,2025-04-07 14:42:00,RCV-002,NEW
RCPT-114518,PO-50028,2025-04-08,10:04:00,SKU-02046,34,32,-2,D-01R-010-1-B,2025-04-08 12:37:00,RCV-006,NEW
RCPT-114524,PO-50028,2025-04-08,07:18:00,SKU-02451,53,53,0,A-01L-011-3-B,2025-04-08 08:31:00,RCV-008,NEW
RCPT-114499,PO-50028,2025-04-08,09:58:00,SKU-02674,35,34,-1,A-01L-006-4-A,2025-04-08 12:19:00,RCV-001,NEW
RCPT-114372,PO-50028,2025-04-08,10:25:00,SKU-02665,106,104,-2,B-02R-024-2-A,2025-04-08 13:17:00,RCV-001,DAMAGED
RCPT-114411,PO-50028,2025-04-08,09:49:00,SKU-04539,12,11,-1,D-02R-007-3-B,2025-04-08 12:02:00,RCV-004,NEW
RCPT-114406,PO-50028,2025-04-08,12:36:00,SKU-00361,12,13,1,D-04L-009-3-A,2025-04-08 13:36:00,RCV-001,NEW
RCPT-114420,PO-50028,2025-04-08,07:30:00,SKU-00394,43,43,0,B-03R-010-2-A,2025-04-08 09:17:00,RCV-001,NEW
RCPT-114358,PO-50028,2025-04-08,12:46:00,SKU-01527,68,68,0,A-04L-008-1-A,2025-04-08 13:19:00,RCV-004,NEW
RCPT-114416,PO-50028,2025-04-08,09:59:00,SKU-00344,43,45,2,A-03L-006-2-B,2025-04-08 11:59:00,RCV-003,NEW
RCPT-114483,PO-50028,2025-04-08,12:15:00,SKU-01399,18,20,2,B-03R-005-2-A,2025-04-08 14:54:00,RCV-005,NEW
RCPT-114514,PO-50028,2025-04-08,12:27:00,SKU-04370,815,817,2,A-02R-026-5-A,2025-04-08 13:00:00,RCV-006,NEW
RCPT-114393,PO-50028,2025-04-08,09:42:00,SKU-03840,16,18,2,B-01R-009-5-B,2025-04-08 10:25:00,RCV-004,NEW
RCPT-114442,PO-50028,2025-04-08,11:37:00,SKU-00650,12,10,-2,D-04R-011-2-A,2025-04-08 13:42:00,RCV-002,NEW
RCPT-114465,PO-50028,2025-04-08,07:28:00,SKU-00158,46,47,1,C-04L-010-3-A,2025-04-08 10:06:00,RCV-008,NEW
RCPT-114480,PO-50028,2025-04-08,08:16:00,SKU-04865,1149,1147,-2,A-01R-011-4-B,2025-04-08 11:10:00,RCV-008,NEW
RCPT-114381,PO-50028,2025-04-08,08:52:00,SKU-02346,21,20,-1,C-01L-011-3-A,2025-04-08 11:47:00,RCV-001,NEW
RCPT-114488,PO-50028,2025-04-08,07:42:00,SKU-03801,12,10,-2,C-02R-020-3-A,2025-04-08 09:56:00,RCV-007,NEW
RCPT-114426,PO-50028,2025-04-08,06:10:00,SKU-04768,545,546,1,A-01R-021-2-A,2025-04-08 09:05:00,RCV-001,NEW
RCPT-114443,PO-50028,2025-04-08,08:12:00,SKU-01338,12,13,1,D-04L-020-3-B,2025-04-08 10:36:00,RCV-005,NEW
RCPT-114525,PO-50028,2025-04-08,07:06:00,SKU-00354,221,222,1,A-03R-003-1-B,2025-04-08 09:56:00,RCV-003,NEW
RCPT-114470,PO-50028,2025-04-08,11:59:00,SKU-01251,21,22,1,B-03L-016-1-A,2025-04-08 14:56:00,RCV-003,NEW
RCPT-114459,PO-50028,2025-04-08,12:48:00,SKU-04067,12,10,-2,B-02L-025-5-A,2025-04-08 14:45:00,RCV-008,NEW
RCPT-114370,PO-50028,2025-04-08,12:37:00,SKU-02534,38,40,2,B-02R-001-4-B,2025-04-08 13:21:00,RCV-001,NEW
RCPT-114405,PO-50028,2025-04-08,08:41:00,SKU-04308,649,651,2,B-02R-019-4-A,2025-04-08 09:57:00,RCV-007,NEW
RCPT-114384,PO-50028,2025-04-08,08:32:00,SKU-03727,5640,5641,1,B-02R-023-4-A,2025-04-08 10:57:00,RCV-003,NEW
RCPT-114463,PO-50028,2025-04-08,08:19:00,SKU-00458,12,12,0,D-03L-020-4-B,2025-04-08 09:47:00,RCV-006,NEW
RCPT-114455,PO-50028,2025-04-08,09:25:00,SKU-04156,12,10,-2,E-02R-012-3-B,2025-04-08 12:13:00,RCV-003,NEW
RCPT-114413,PO-50028,2025-04-08,09:57:00,SKU-04461,82,80,-2,C-02L-017-5-B,2025-04-08 11:21:00,RCV-005,NEW
RCPT-114354,PO-50028,2025-04-08,09:17:00,SKU-00392,433,434,1,B-03L-019-1-B,2025-04-08 10:43:00,RCV-001,NEW
RCPT-114359,PO-50028,2025-04-08,06:18:00,SKU-00872,5190,5188,-2,A-04L-005-1-A,2025-04-08 08:02:00,RCV-004,NEW
RCPT-114592,PO-50028,2025-04-09,11:08:00,SKU-03419,12,12,0,D-02R-023-5-B,2025-04-09 11:54:00,RCV-006,NEW
RCPT-114612,PO-50028,2025-04-09,12:58:00,SKU-02661,12,11,-1,D-02L-004-1-A,2025-04-09 14:29:00,RCV-008,NEW
RCPT-114526,PO-50028,2025-04-09,06:11:00,SKU-03126,29,31,2,A-02L-015-1-A,2025-04-09 08:14:00,RCV-001,NEW
RCPT-114630,PO-50028,2025-04-09,07:55:00,SKU-00094,31,29,-2,D-03L-017-2-B,2025-04-09 10:05:00,RCV-004,NEW
RCPT-114560,PO-50028,2025-04-09,12:38:00,SKU-03329,12,14,2,E-02R-007-5-A,2025-04-09 13:48:00,RCV-004,NEW
RCPT-114557,PO-50028,2025-04-09,10:03:00,SKU-01020,12,11,-1,D-04L-013-1-A,2025-04-09 10:47:00,RCV-002,NEW
RCPT-114632,PO-50028,2025-04-09,10:39:00,SKU-04266,19,21,2,C-02L-002-2-B,2025-04-09 13:29:00,RCV-007,NEW
RCPT-114644,PO-50028,2025-04-09,07:15:00,SKU-04992,27,25,-2,A-01R-020-3-A,2025-04-09 09:32:00,RCV-006,NEW
RCPT-114548,PO-50028,2025-04-09,08:40:00,SKU-04459,19,17,-2,A-01R-024-1-A,2025-04-09 11:27:00,RCV-001,NEW
RCPT-114582,PO-50028,2025-04-09,11:36:00,SKU-04756,12,14,2,E-01L-023-2-A,2025-04-09 13:07:00,RCV-003,NEW
RCPT-114610,PO-50028,2025-04-09,07:57:00,SKU-03766,12,11,-1,E-01L-013-3-B,2025-04-09 09:05:00,RCV-005,NEW
RCPT-114545,PO-50028,2025-04-09,07:21:00,SKU-03049,361,359,-2,C-02L-003-4-A,2025-04-09 09:01:00,RCV-001,NEW
RCPT-114564,PO-50028,2025-04-09,07:06:00,SKU-00897,13,15,2,C-03R-009-4-A,2025-04-09 09:44:00,RCV-007,NEW
RCPT-114652,PO-50028,2025-04-09,09:01:00,SKU-00055,24,22,-2,D-04L-018-4-B,2025-04-09 09:45:00,RCV-005,NEW
RCPT-114579,PO-50028,2025-04-09,06:35:00,SKU-04878,1364,1364,0,B-01R-016-3-B,2025-04-09 09:29:00,RCV-006,NEW
RCPT-114587,PO-50028,2025-04-09,09:48:00,SKU-01033,71,70,-1,C-03R-010-1-A,2025-04-09 12:07:00,RCV-002,NEW
RCPT-114649,PO-50028,2025-04-09,09:15:00,SKU-04646,13,11,-2,C-02R-011-5-B,2025-04-09 11:36:00,RCV-002,NEW
RCPT-114532,PO-50028,2025-04-09,10:51:00,SKU-01204,3600,3599,-1,A-03R-016-1-B,2025-04-09 12:24:00,RCV-007,NEW
RCPT-114546,PO-50028,2025-04-09,12:29:00,SKU-02202,221,219,-2,C-01R-025-1-B,2025-04-09 14:06:00,RCV-004,NEW
RCPT-114570,PO-50028,2025-04-09,11:05:00,SKU-04041,5125,5124,-1,A-02R-002-2-B,2025-04-09 13:05:00,RCV-006,NEW
RCPT-114608,PO-50028,2025-04-09,07:56:00,SKU-00388,64,66,2,B-03L-020-2-B,2025-04-09 10:14:00,RCV-001,NEW
RCPT-114615,PO-50028,2025-04-09,12:37:00,SKU-04807,110,110,0,B-02L-013-3-B,2025-04-09 14:47:00,RCV-008,NEW
RCPT-114556,PO-50028,2025-04-09,07:03:00,SKU-00466,149,149,0,C-04R-016-1-B,2025-04-09 09:53:00,RCV-001,NEW
RCPT-114563,PO-50028,2025-04-09,10:21:00,SKU-01178,46,45,-1,B-04L-001-3-A,2025-04-09 11:55:00,RCV-007,NEW
RCPT-114617,PO-50028,2025-04-09,12:16:00,SKU-02185,390,388,-2,C-01R-009-4-B,2025-04-09 14:39:00,RCV-008,NEW
RCPT-114790,PO-50028,2025-04-10,07:34:00,SKU-02772,262,263,1,A-02R-012-5-A,2025-04-10 08:58:00,RCV-004,NEW
RCPT-114768,PO-50028,2025-04-10,12:33:00,SKU-02109,12,10,-2,D-01R-009-2-A,2025-04-10 14:41:00,RCV-006,NEW
RCPT-114777,PO-50028,2025-04-10,08:24:00,SKU-03774,82,80,-2,B-02L-023-2-A,2025-04-10 10:43:00,RCV-006,NEW
RCPT-114712,PO-50028,2025-04-10,08:02:00,SKU-00196,13,14,1,D-04L-015-4-B,2025-04-10 08:33:00,RCV-006,NEW
RCPT-114747,PO-50028,2025-04-10,10:39:00,SKU-04542,326,325,-1,C-02L-018-4-A,2025-04-10 12:42:00,RCV-008,NEW
RCPT-114741,PO-50028,2025-04-10,09:42:00,SKU-02828,613,614,1,A-02L-007-2-A,2025-04-10 10:26:00,RCV-005,NEW
RCPT-114673,PO-50028,2025-04-10,08:39:00,SKU-01552,527,527,0,A-04R-001-1-B,2025-04-10 09:54:00,RCV-008,NEW
RCPT-114793,PO-50028,2025-04-10,11:43:00,SKU-00942,89,91,2,A-04R-009-4-B,2025-04-10 14:28:00,RCV-002,NEW
RCPT-114762,PO-50028,2025-04-10,09:28:00,SKU-03068,12,14,2,B-02R-023-5-A,2025-04-10 09:59:00,RCV-005,NEW
RCPT-114702,PO-50028,2025-04-10,11:46:00,SKU-02779,40,38,-2,B-02L-020-2-A,2025-04-10 14:26:00,RCV-003,NEW
RCPT-114767,PO-50028,2025-04-10,11:52:00,SKU-00132,439,440,1,A-04R-016-4-B,2025-04-10 14:39:00,RCV-006,NEW
RCPT-114774,PO-50028,2025-04-10,09:14:00,SKU-00229,96,96,0,A-04R-007-2-A,2025-04-10 10:12:00,RCV-007,NEW
RCPT-114676,PO-50028,2025-04-10,12:37:00,SKU-02709,27,29,2,D-01R-015-4-A,2025-04-10 14:17:00,RCV-006,NEW
RCPT-114765,PO-50028,2025-04-10,11:54:00,SKU-03645,59,59,0,B-01L-001-3-A,2025-04-10 13:00:00,RCV-004,NEW
RCPT-114787,PO-50028,2025-04-10,12:12:00,SKU-03236,54,53,-1,A-02L-012-2-B,2025-04-10 13:40:00,RCV-007,NEW
RCPT-114669,PO-50028,2025-04-10,11:59:00,SKU-04411,58,59,1,A-01L-011-5-B,2025-04-10 14:35:00,RCV-001,DAMAGED
RCPT-114763,PO-50028,2025-04-10,08:06:00,SKU-02850,60,59,-1,A-01R-014-5-A,2025-04-10 09:22:00,RCV-006,NEW
RCPT-114672,PO-50028,2025-04-10,12:11:00,SKU-03727,4846,4846,0,B-02R-023-4-A,2025-04-10 13:26:00,RCV-001,NEW
RCPT-114703,PO-50028,2025-04-10,08:28:00,SKU-03496,1029,1029,0,B-01R-016-5-B,2025-04-10 10:46:00,RCV-005,NEW
RCPT-114704,PO-50028,2025-04-10,12:58:00,SKU-02418,12,11,-1,E-01L-004-5-A,2025-04-10 15:30:00,RCV-004,NEW
RCPT-114737,PO-50028,2025-04-10,06:59:00,SKU-04457,2595,2596,1,A-01L-020-2-B,2025-04-10 07:58:00,RCV-008,NEW
RCPT-114694,PO-50028,2025-04-10,12:27:00,SKU-00304,12,12,0,D-03L-017-4-B,2025-04-10 14:36:00,RCV-006,NEW
RCPT-114791,PO-50028,2025-04-10,07:53:00,SKU-02085,1405,1407,2,D-02R-008-1-A,2025-04-10 10:31:00,RCV-002,NEW
RCPT-114742,PO-50028,2025-04-10,06:30:00,SKU-03693,12,14,2,E-01L-026-4-A,2025-04-10 08:33:00,RCV-002,NEW
RCPT-114687,PO-50028,2025-04-10,09:29:00,SKU-03018,381,381,0,C-02L-015-3-B,2025-04-10 10:10:00,RCV-006,NEW
RCPT-114776,PO-50028,2025-04-10,10:57:00,SKU-02517,78,77,-1,A-02L-010-1-B,2025-04-10 12:30:00,RCV-004,NEW
RCPT-114717,PO-50028,2025-04-10,12:36:00,SKU-02859,1180,1181,1,A-01L-018-3-A,2025-04-10 13:21:00,RCV-008,NEW
RCPT-114751,PO-50028,2025-04-10,08:42:00,SKU-04608,1656,1655,-1,A-02L-025-1-B,2025-04-10 11:30:00,RCV-002,NEW
RCPT-114666,PO-50028,2025-04-10,11:54:00,SKU-00872,2310,2310,0,A-04L-005-1-A,2025-04-10 14:00:00,RCV-005,NEW
RCPT-114724,PO-50028,2025-04-10,08:49:00,SKU-02202,308,306,-2,C-01R-025-1-B,2025-04-10 10:22:00,RCV-006,NEW
RCPT-114701,PO-50028,2025-04-10,08:26:00,SKU-01804,23,23,0,A-03R-012-4-B,2025-04-10 09:35:00,RCV-008,NEW
RCPT-114827,PO-50029,2025-04-11,11:42:00,SKU-01490,2001,2000,-1,B-04R-009-1-A,2025-04-11 12:18:00,RCV-001,NEW
RCPT-114814,PO-50029,2025-04-11,06:00:00,SKU-04775,743,744,1,A-02R-001-5-B,2025-04-11 07:47:00,RCV-006,NEW
RCPT-114918,PO-50029,2025-04-11,12:46:00,SKU-04196,51,51,0,A-01R-014-5-B,2025-04-11 14:57:00,RCV-003,NEW
RCPT-114836,PO-50029,2025-04-11,08:00:00,SKU-02731,33,34,1,A-01R-004-5-A,2025-04-11 09:39:00,RCV-003,NEW
RCPT-114810,PO-50029,2025-04-11,08:43:00,SKU-02366,4686,4684,-2,A-01R-020-4-A,2025-04-11 10:57:00,RCV-006,NEW
RCPT-114840,PO-50029,2025-04-11,10:32:00,SKU-04925,16,15,-1,C-01L-015-4-A,2025-04-11 11:35:00,RCV-003,NEW
RCPT-114928,PO-50029,2025-04-11,11:49:00,SKU-02179,31,32,1,C-01L-024-5-B,2025-04-11 12:52:00,RCV-004,NEW
RCPT-114834,PO-50029,2025-04-11,06:09:00,SKU-04974,12,13,1,C-01R-025-3-A,2025-04-11 07:31:00,RCV-008,NEW
RCPT-114935,PO-50029,2025-04-11,10:53:00,SKU-02266,136,137,1,A-01L-021-3-B,2025-04-11 12:42:00,RCV-007,NEW
RCPT-114807,PO-50029,2025-04-11,09:16:00,SKU-02585,3819,3818,-1,A-01R-012-4-A,2025-04-11 11:48:00,RCV-002,NEW
RCPT-114812,PO-50029,2025-04-11,08:16:00,SKU-00612,12,14,2,D-03R-001-2-B,2025-04-11 10:43:00,RCV-002,NEW
RCPT-114929,PO-50029,2025-04-11,06:30:00,SKU-04814,294,293,-1,B-02R-017-4-A,2025-04-11 07:17:00,RCV-008,DAMAGED
RCPT-114883,PO-50029,2025-04-11,12:02:00,SKU-02494,39,37,-2,C-02R-002-1-B,2025-04-11 14:51:00,RCV-008,NEW
RCPT-114885,PO-50029,2025-04-11,07:14:00,SKU-04782,378,378,0,C-01L-004-3-A,2025-04-11 09:10:00,RCV-005,NEW
RCPT-114853,PO-50029,2025-04-11,12:58:00,SKU-04457,2963,2962,-1,A-01L-020-2-B,2025-04-11 14:05:00,RCV-003,NEW
RCPT-114880,PO-50029,2025-04-11,10:43:00,SKU-02770,12,12,0,D-01L-014-3-A,2025-04-11 11:29:00,RCV-006,NEW
RCPT-114829,PO-50029,2025-04-11,12:44:00,SKU-01170,639,637,-2,A-03L-002-3-B,2025-04-11 14:01:00,RCV-004,NEW
RCPT-114832,PO-50029,2025-04-11,06:21:00,SKU-01331,596,596,0,A-03R-003-4-B,2025-04-11 08:58:00,RCV-007,NEW
RCPT-114910,PO-50029,2025-04-11,07:11:00,SKU-00376,228,227,-1,B-04L-004-2-B,2025-04-11 09:01:00,RCV-007,NEW
RCPT-114909,PO-50029,2025-04-11,12:49:00,SKU-04972,41,41,0,B-02L-002-3-B,2025-04-11 14:18:00,RCV-001,NEW
RCPT-114865,PO-50029,2025-04-11,07:03:00,SKU-04347,330,328,-2,B-02R-012-5-B,2025-04-11 08:33:00,RCV-005,NEW
RCPT-114920,PO-50029,2025-04-11,10:39:00,SKU-03496,490,492,2,B-01R-016-5-B,2025-04-11 13:36:00,RCV-004,NEW
RCPT-114850,PO-50029,2025-04-11,12:41:00,SKU-04041,9008,9006,-2,A-02R-002-2-B,2025-04-11 13:13:00,RCV-007,NEW
RCPT-114845,PO-50029,2025-04-11,10:38:00,SKU-04623,58,56,-2,B-01R-007-5-A,2025-04-11 12:23:00,RCV-008,NEW
RCPT-114862,PO-50029,2025-04-11,07:55:00,SKU-02816,179,177,-2,A-02R-004-2-A,2025-04-11 09:30:00,RCV-007,NEW
