snapshot_date,sku_id,location_code,zone,shelf_type,ergonomic_tier,level_height_in,dist_from_dock_ft,qty_on_hand,qty_allocated,qty_available,days_since_last_replenishment,last_replenishment_date,abc_tier_at_slotting,abc_tier_current,slotting_drift,current_vel_picks_per_day
2025-06-20,SKU-02667,E-01R-021-4-B,E,HB,sub_prime,63,525,32,3,29,10,2025-06-10,B,A,True,3.846
2025-06-20,SKU-02668,A-01R-006-1-A,A,HB,floor,9,50,49,2,47,3,2025-06-17,A,A,False,5.651
2025-06-20,SKU-02669,D-02R-025-1-A,D,HB,floor,9,400,9,1,8,14,2025-06-06,B,B,False,1.657
2025-06-20,SKU-02670,D-01L-006-4-A,D,HB,sub_prime,63,400,25,0,25,13,2025-06-07,B,B,False,1.437
2025-06-20,SKU-02671,B-01L-006-4-A,B,HB,sub_prime,63,150,136,3,133,8,2025-06-12,A,A,False,8.094
2025-06-20,SKU-02672,B-01R-001-5-B,B,HB,overhead,81,150,53,4,49,8,2025-06-12,B,A,True,3.736
2025-06-20,SKU-02673,D-01R-022-5-A,D,HB,overhead,81,400,32,1,31,20,2025-05-31,B,B,False,1.673
2025-06-20,SKU-02674,A-01L-006-4-A,A,HB,sub_prime,63,50,92,5,87,16,2025-06-04,A,A,False,4.643
2025-06-20,SKU-02675,C-02L-011-3-B,C,HB,prime,45,275,23,0,23,7,2025-06-13,B,B,False,2.276
2025-06-20,SKU-02676,B-02R-014-4-B,B,HB,sub_prime,63,150,108,19,89,3,2025-06-17,A,A,False,12.763
2025-06-20,SKU-02677,B-01R-002-4-A,B,HB,sub_prime,63,150,202,13,189,8,2025-06-12,A,A,False,14.688
2025-06-20,SKU-02678,D-02R-013-5-B,D,HB,overhead,81,400,17,0,17,4,2025-06-16,C,B,True,0.905
2025-06-20,SKU-02679,B-02R-015-2-A,B,HB,prime,27,150,61,2,59,1,2025-06-19,B,A,True,3.081
2025-06-20,SKU-02680,E-01L-018-1-A,E,HB,floor,9,525,20,1,19,18,2025-06-02,C,B,True,1.006
2025-06-20,SKU-02681,A-01R-018-4-B,A,HB,sub_prime,63,50,2146,254,1892,10,2025-06-10,A,A,False,170.384
2025-06-20,SKU-02682,B-01L-004-5-A,B,HB,overhead,81,150,34,0,34,9,2025-06-11,B,B,False,1.724
2025-06-20,SKU-02683,D-02R-016-4-B,D,HB,sub_prime,63,400,8,0,8,17,2025-06-03,C,B,True,0.993
2025-06-20,SKU-02684,B-01L-017-4-A,B,HB,sub_prime,63,150,338,37,301,19,2025-06-01,A,A,False,19.037
2025-06-20,SKU-02685,A-02R-005-2-A,A,HB,prime,27,50,29,2,27,12,2025-06-08,A,A,False,5.004
2025-06-20,SKU-02686,B-02R-003-3-B,B,HB,prime,45,150,10,1,9,19,2025-06-01,B,B,False,1.254
2025-06-20,SKU-02687,D-02L-009-1-B,D,HB,floor,9,400,13,0,13,14,2025-06-06,C,B,True,0.883
2025-06-20,SKU-02688,D-02R-012-4-A,D,HB,sub_prime,63,400,27,6,21,20,2025-05-31,B,A,True,3.939
2025-06-20,SKU-02689,D-02R-025-5-B,D,HB,overhead,81,400,34,2,32,4,2025-06-16,B,B,False,2.207
2025-06-20,SKU-02690,C-01R-003-5-A,C,HB,overhead,81,275,23,0,23,1,2025-06-19,B,B,False,1.482
2025-06-20,SKU-02691,D-02R-015-4-A,D,HB,sub_prime,63,400,21,0,21,15,2025-06-05,B,B,False,1.266
2025-06-20,SKU-02692,E-02R-015-3-A,E,HB,prime,45,525,8,0,8,11,2025-06-09,C,B,True,0.84
2025-06-20,SKU-02693,D-02R-008-4-B,D,HB,sub_prime,63,400,12,0,12,10,2025-06-10,C,C,False,0.762
2025-06-20,SKU-02694,D-02R-021-1-B,D,HB,floor,9,400,27,5,22,11,2025-06-09,B,A,True,3.144
2025-06-20,SKU-02695,C-02L-015-1-A,C,HB,floor,9,275,32,0,32,13,2025-06-07,B,B,False,1.611
2025-06-20,SKU-02696,D-01R-013-1-A,D,HB,floor,9,400,8,0,8,10,2025-06-10,C,C,False,0.759
2025-06-20,SKU-02697,C-02R-024-5-B,C,HB,overhead,81,275,11,1,10,17,2025-06-03,B,B,False,1.258
2025-06-20,SKU-02698,D-02R-012-3-A,D,HB,prime,45,400,10,0,10,5,2025-06-15,C,B,True,0.783
2025-06-20,SKU-02699,C-01L-007-2-B,C,HB,prime,27,275,696,68,628,11,2025-06-09,A,A,False,44.256
2025-06-20,SKU-02700,C-01L-019-4-B,C,HB,sub_prime,63,275,20,0,20,2,2025-06-18,B,B,False,1.44
2025-06-20,SKU-02701,D-01R-005-2-A,D,HB,prime,27,400,58,4,54,19,2025-06-01,B,A,True,2.89
2025-06-20,SKU-02702,D-01R-010-4-A,D,HB,sub_prime,63,400,15,0,15,12,2025-06-08,B,B,False,1.277
2025-06-20,SKU-02703,A-02L-020-2-A,A,HB,prime,27,50,30,0,30,12,2025-06-08,B,B,False,1.776
2025-06-20,SKU-02704,E-02R-024-2-A,E,HB,prime,27,525,4,0,4,11,2025-06-09,C,C,False,0.686
2025-06-20,SKU-02705,A-01L-003-3-B,A,HB,prime,45,50,24,0,24,8,2025-06-12,B,B,False,1.218
2025-06-20,SKU-02706,D-02R-019-4-A,D,HB,sub_prime,63,400,36,2,34,2,2025-06-18,B,B,False,2.142
2025-06-20,SKU-02707,A-02L-009-3-A,A,HB,prime,45,50,110,10,100,3,2025-06-17,A,A,False,6.241
2025-06-20,SKU-02708,A-01R-026-1-B,A,HB,floor,9,50,88,6,82,4,2025-06-16,A,A,False,4.875
2025-06-20,SKU-02709,D-01R-015-4-A,D,HB,sub_prime,63,400,53,2,51,9,2025-06-11,B,A,True,2.724
2025-06-20,SKU-02710,C-02R-015-4-A,C,HB,sub_prime,63,275,19,1,18,17,2025-06-03,B,B,False,1.129
2025-06-20,SKU-02711,C-01R-024-1-A,C,HB,floor,9,275,14,0,14,6,2025-06-14,B,B,False,1.102
2025-06-20,SKU-02712,C-01L-018-1-B,C,HB,floor,9,275,17,0,17,8,2025-06-12,B,B,False,1.269
2025-06-20,SKU-02713,B-01L-012-1-B,B,HB,floor,9,150,89,2,87,14,2025-06-06,A,A,False,8.037
2025-06-20,SKU-02714,B-01R-020-1-B,B,HB,floor,9,150,17,1,16,12,2025-06-08,B,B,False,2.083
2025-06-20,SKU-02715,B-01R-011-3-A,B,HB,prime,45,150,12,0,12,5,2025-06-15,B,B,False,1.198
2025-06-20,SKU-02716,C-01R-008-3-A,C,HB,prime,45,275,21,1,20,14,2025-06-06,B,A,True,2.733
2025-06-20,SKU-02717,C-02R-020-4-B,C,HB,sub_prime,63,275,23,2,21,20,2025-05-31,B,B,False,1.613
2025-06-20,SKU-02718,D-02L-001-1-A,D,HB,floor,9,400,4,0,4,17,2025-06-03,C,B,True,0.777
2025-06-20,SKU-02719,D-01L-003-5-B,D,HB,overhead,81,400,8,0,8,11,2025-06-09,B,B,False,1.222
2025-06-20,SKU-02720,D-01R-005-1-A,D,HB,floor,9,400,4,0,4,14,2025-06-06,C,C,False,0.692
2025-06-20,SKU-02721,D-02L-002-4-A,D,HB,sub_prime,63,400,10,0,10,3,2025-06-17,C,C,False,0.701
2025-06-20,SKU-02722,B-01L-006-2-A,B,HB,prime,27,150,7,1,6,7,2025-06-13,B,B,False,1.08
2025-06-20,SKU-02723,C-02L-009-1-B,C,HB,floor,9,275,12,0,12,19,2025-06-01,C,C,False,0.7
2025-06-20,SKU-02724,A-02L-023-3-B,A,HB,prime,45,50,28,0,28,12,2025-06-08,B,B,False,1.509
2025-06-20,SKU-02725,D-02L-015-5-A,D,HB,overhead,81,400,48,0,48,19,2025-06-01,B,B,False,2.469
2025-06-20,SKU-02726,C-02R-016-4-B,C,HB,sub_prime,63,275,26,4,22,17,2025-06-03,A,A,False,5.316
2025-06-20,SKU-02727,C-01L-017-5-A,C,HB,overhead,81,275,32,9,23,8,2025-06-12,A,A,False,5.079
2025-06-20,SKU-02728,B-01R-002-2-A,B,HB,prime,27,150,21,1,20,14,2025-06-06,B,B,False,1.195
2025-06-20,SKU-02729,B-01R-010-4-A,B,HB,sub_prime,63,150,7,1,6,14,2025-06-06,B,B,False,1.563
2025-06-20,SKU-02730,B-02L-008-1-B,B,HB,floor,9,150,17,0,17,4,2025-06-16,B,B,False,1.255
2025-06-20,SKU-02731,A-01R-004-5-A,A,HB,overhead,81,50,82,4,78,19,2025-06-01,A,A,False,5.226
2025-06-20,SKU-02732,C-01R-001-3-A,C,HB,prime,45,275,6,0,6,11,2025-06-09,C,B,True,1.042
2025-06-20,SKU-02733,C-02R-001-5-A,C,HB,overhead,81,275,16,0,16,4,2025-06-16,C,B,True,0.886
2025-06-20,SKU-02734,C-02R-023-3-A,C,HB,prime,45,275,201,16,185,3,2025-06-17,A,A,False,10.616
2025-06-20,SKU-02735,C-02R-024-3-B,C,HB,prime,45,275,9,0,9,4,2025-06-16,B,B,False,1.56
2025-06-20,SKU-02736,E-01R-007-5-B,E,HB,overhead,81,525,55,3,52,7,2025-06-13,B,A,True,2.849
2025-06-20,SKU-02737,D-01L-021-5-A,D,HB,overhead,81,400,147,6,141,19,2025-06-01,A,A,False,12.437
2025-06-20,SKU-02738,B-02L-024-3-A,B,HB,prime,45,150,51,6,45,1,2025-06-19,B,A,True,3.546
2025-06-20,SKU-02739,C-01L-016-3-A,C,HB,prime,45,275,6,0,6,9,2025-06-11,B,B,False,1.21
2025-06-20,SKU-02740,C-02L-014-3-A,C,HB,prime,45,275,32,0,32,19,2025-06-01,B,A,True,4.121
2025-06-20,SKU-02741,E-02L-010-1-A,E,HB,floor,9,525,4,0,4,9,2025-06-11,C,C,False,0.765
2025-06-20,SKU-02742,C-02L-008-1-A,C,HB,floor,9,275,5,1,4,13,2025-06-07,B,B,False,1.109
2025-06-20,SKU-02743,D-01L-003-2-A,D,HB,prime,27,400,9,0,9,18,2025-06-02,C,C,False,0.751
2025-06-20,SKU-02744,E-02L-007-2-B,E,HB,prime,27,525,6,0,6,8,2025-06-12,C,C,False,0.744
2025-06-20,SKU-02745,D-02R-008-3-B,D,HB,prime,45,400,10,0,10,19,2025-06-01,C,B,True,0.895
2025-06-20,SKU-02746,C-01L-003-3-B,C,HB,prime,45,275,23,1,22,18,2025-06-02,B,B,False,1.258
2025-06-20,SKU-02747,A-01R-022-3-A,A,HB,prime,45,50,68,20,48,12,2025-06-08,A,A,False,10.55
2025-06-20,SKU-02748,C-02R-025-3-B,C,HB,prime,45,275,57,4,53,20,2025-05-31,B,A,True,3.054
2025-06-20,SKU-02749,C-02R-003-5-B,C,HB,overhead,81,275,21,1,20,4,2025-06-16,B,B,False,1.452
2025-06-20,SKU-02750,E-02L-018-5-A,E,HB,overhead,81,525,11,0,11,18,2025-06-02,C,B,True,0.811
2025-06-20,SKU-02751,D-02L-022-4-A,D,HB,sub_prime,63,400,47,1,46,10,2025-06-10,B,A,True,2.961
2025-06-20,SKU-02752,C-01R-015-3-A,C,HB,prime,45,275,36,1,35,14,2025-06-06,B,B,False,2.111
2025-06-20,SKU-02753,D-02R-018-2-A,D,HB,prime,27,400,36,3,33,20,2025-05-31,B,B,False,2.12
2025-06-20,SKU-02754,E-01L-001-4-B,E,HB,sub_prime,63,525,19,1,18,3,2025-06-17,B,B,False,1.628
2025-06-20,SKU-02755,C-01R-008-4-B,C,HB,sub_prime,63,275,5,0,5,13,2025-06-07,B,B,False,1.142
2025-06-20,SKU-02756,C-02L-022-4-A,C,HB,sub_prime,63,275,10,0,10,4,2025-06-16,C,C,False,0.686
2025-06-20,SKU-02757,E-01L-023-3-B,E,HB,prime,45,525,3,0,3,9,2025-06-11,C,B,True,0.786
2025-06-20,SKU-02758,D-01L-018-4-B,D,HB,sub_prime,63,400,15,0,15,5,2025-06-15,B,B,False,1.547
2025-06-20,SKU-02759,C-01L-009-5-B,C,HB,overhead,81,275,23,1,22,15,2025-06-05,B,B,False,1.174
2025-06-20,SKU-02760,D-02L-016-3-A,D,HB,prime,45,400,8,0,8,11,2025-06-09,C,B,True,0.804
2025-06-20,SKU-02761,E-01L-025-1-B,E,HB,floor,9,525,7,0,7,15,2025-06-05,C,B,True,1.024
2025-06-20,SKU-02762,E-01R-005-2-B,E,HB,prime,27,525,43,0,43,18,2025-06-02,B,A,True,3.421
2025-06-20,SKU-02763,D-01R-006-3-B,D,HB,prime,45,400,32,4,28,5,2025-06-15,B,B,False,2.534
2025-06-20,SKU-02764,D-01R-010-3-B,D,HB,prime,45,400,25,1,24,16,2025-06-04,B,B,False,1.523
2025-06-20,SKU-02765,B-01R-019-1-A,B,HB,floor,9,150,17,1,16,1,2025-06-19,B,B,False,1.668
2025-06-20,SKU-02766,C-02R-015-2-B,C,HB,prime,27,275,3,0,3,10,2025-06-10,C,C,False,0.693
2025-06-20,SKU-02767,C-02R-013-1-B,C,HB,floor,9,275,406,1,405,1,2025-06-19,A,A,False,25.622
2025-06-20,SKU-02768,D-02R-017-5-B,D,HB,overhead,81,400,7,0,7,1,2025-06-19,B,B,False,1.311
2025-06-20,SKU-02769,C-01R-016-5-B,C,HB,overhead,81,275,18,1,17,12,2025-06-08,B,B,False,1.094
2025-06-20,SKU-02770,D-01L-014-3-A,D,HB,prime,45,400,16,0,16,7,2025-06-13,C,B,True,0.832
2025-06-20,SKU-02771,D-01L-002-3-B,D,HB,prime,45,400,6,0,6,14,2025-06-06,C,B,True,0.955
2025-06-20,SKU-02772,A-02R-012-5-A,A,HB,overhead,81,50,130,23,107,11,2025-06-09,A,A,False,24.693
2025-06-20,SKU-02773,A-01L-002-4-B,A,HB,sub_prime,63,50,10,0,10,16,2025-06-04,C,C,False,0.725
2025-06-20,SKU-02774,C-01R-002-1-A,C,HB,floor,9,275,6,0,6,8,2025-06-12,C,B,True,0.819
2025-06-20,SKU-02775,C-01R-023-3-A,C,HB,prime,45,275,734,1,733,4,2025-06-16,A,A,False,38.724
2025-06-20,SKU-02776,C-02R-007-3-B,C,HB,prime,45,275,55,2,53,12,2025-06-08,B,A,True,3.881
2025-06-20,SKU-02777,A-01L-004-3-B,A,HB,prime,45,50,64,8,56,10,2025-06-10,A,A,False,4.687
2025-06-20,SKU-02778,E-01L-015-3-A,E,HB,prime,45,525,11,0,11,11,2025-06-09,C,B,True,1.041
2025-06-20,SKU-02779,B-02L-020-2-A,B,HB,prime,27,150,41,5,36,2,2025-06-18,A,A,False,7.999
2025-06-20,SKU-02780,E-01R-012-1-B,E,HB,floor,9,525,19,1,18,15,2025-06-05,B,B,False,1.657
2025-06-20,SKU-02781,D-02L-004-4-B,D,HB,sub_prime,63,400,4,0,4,16,2025-06-04,C,B,True,0.971
2025-06-20,SKU-02782,C-02R-014-3-A,C,HB,prime,45,275,25,1,24,15,2025-06-05,B,B,False,2.535
2025-06-20,SKU-02783,E-01L-026-2-B,E,HB,prime,27,525,14,0,14,8,2025-06-12,C,B,True,0.847
2025-06-20,SKU-02784,D-02R-025-2-A,D,HB,prime,27,400,13,0,13,1,2025-06-19,B,B,False,1.103
2025-06-20,SKU-02785,D-02L-026-1-A,D,HB,floor,9,400,36,2,34,9,2025-06-11,B,A,True,2.981
2025-06-20,SKU-02786,E-02L-021-1-B,E,HB,floor,9,525,38,3,35,12,2025-06-08,B,B,False,2.621
2025-06-20,SKU-02787,C-02R-010-4-B,C,HB,sub_prime,63,275,14,0,14,19,2025-06-01,B,B,False,1.287
2025-06-20,SKU-02788,D-02L-023-3-A,D,HB,prime,45,400,25,0,25,11,2025-06-09,B,B,False,1.644
2025-06-20,SKU-02789,A-01L-003-2-A,A,HB,prime,27,50,153,11,142,2,2025-06-18,A,A,False,8.562
2025-06-20,SKU-02790,D-01R-002-2-A,D,HB,prime,27,400,6,1,5,4,2025-06-16,C,B,True,1.069
2025-06-20,SKU-02791,D-02L-019-2-B,D,HB,prime,27,400,34,0,34,7,2025-06-13,B,A,True,3.491
2025-06-20,SKU-02792,B-01L-022-5-A,B,HB,overhead,81,150,32,3,29,8,2025-06-12,B,A,True,4.086
2025-06-20,SKU-02793,B-01R-008-2-B,B,HB,prime,27,150,26,0,26,18,2025-06-02,B,B,False,1.802
2025-06-20,SKU-02794,C-02L-024-1-B,C,HB,floor,9,275,14,0,14,12,2025-06-08,C,C,False,0.761
2025-06-20,SKU-02795,C-02R-026-1-A,C,HB,floor,9,275,68,7,61,3,2025-06-17,A,A,False,4.586
2025-06-20,SKU-02796,A-02L-004-2-B,A,HB,prime,27,50,55,5,50,2,2025-06-18,B,A,True,3.621
2025-06-20,SKU-02797,C-01L-021-5-B,C,HB,overhead,81,275,16,2,14,14,2025-06-06,B,B,False,1.567
2025-06-20,SKU-02798,D-01L-011-3-B,D,HB,prime,45,400,7,1,6,17,2025-06-03,B,B,False,1.315
2025-06-20,SKU-02799,E-02L-012-2-B,E,HB,prime,27,525,10,0,10,4,2025-06-16,C,B,True,0.838
2025-06-20,SKU-02800,C-01R-014-4-A,C,HB,sub_prime,63,275,5,0,5,8,2025-06-12,C,B,True,0.813
2025-06-20,SKU-02801,D-01R-001-2-A,D,HB,prime,27,400,6,0,6,18,2025-06-02,C,B,True,0.963
2025-06-20,SKU-02802,C-01R-020-2-B,C,HB,prime,27,275,71,2,69,3,2025-06-17,A,A,False,4.91
2025-06-20,SKU-02803,D-02L-011-2-B,D,HB,prime,27,400,32,2,30,9,2025-06-11,B,B,False,1.841
2025-06-20,SKU-02804,D-02L-012-1-B,D,HB,floor,9,400,4,0,4,18,2025-06-02,C,B,True,0.844
2025-06-20,SKU-02805,D-02L-025-5-B,D,HB,overhead,81,400,35,3,32,2,2025-06-18,B,B,False,2.489
2025-06-20,SKU-02806,C-02L-008-5-A,C,HB,overhead,81,275,17,0,17,17,2025-06-03,B,B,False,1.211
2025-06-20,SKU-02807,A-02L-026-2-A,A,HB,prime,27,50,93,17,76,7,2025-06-13,A,A,False,10.082
2025-06-20,SKU-02808,D-02L-005-2-A,D,HB,prime,27,400,5,0,5,19,2025-06-01,C,C,False,0.736
2025-06-20,SKU-02809,B-02L-021-1-B,B,HB,floor,9,150,11,0,11,18,2025-06-02,C,C,False,0.732
2025-06-20,SKU-02810,B-02R-011-2-B,B,HB,prime,27,150,11,1,10,2,2025-06-18,B,B,False,1.088
2025-06-20,SKU-02811,B-02R-012-3-A,B,HB,prime,45,150,39,0,39,18,2025-06-02,B,B,False,2.189
2025-06-20,SKU-02812,D-02L-010-5-B,D,HB,overhead,81,400,12,0,12,2,2025-06-18,C,C,False,0.744
2025-06-20,SKU-02813,B-01R-010-1-A,B,HB,floor,9,150,18,4,14,15,2025-06-05,B,A,True,3.215
2025-06-20,SKU-02814,D-01L-007-1-A,D,HB,floor,9,400,14,0,14,9,2025-06-11,C,B,True,0.804
2025-06-20,SKU-02815,E-01R-009-1-B,E,HB,floor,9,525,10,0,10,20,2025-05-31,C,C,False,0.695
2025-06-20,SKU-02816,A-02R-004-2-A,A,HB,prime,27,50,200,7,193,5,2025-06-15,A,A,False,17.656
2025-06-20,SKU-02817,D-01R-008-3-A,D,HB,prime,45,400,14,0,14,12,2025-06-08,B,B,False,1.747
2025-06-20,SKU-02818,E-01L-016-2-A,E,HB,prime,27,525,17,0,17,10,2025-06-10,C,B,True,0.97
2025-06-20,SKU-02819,C-01L-022-5-A,C,HB,overhead,81,275,22,2,20,3,2025-06-17,B,B,False,1.806
2025-06-20,SKU-02820,D-02L-017-4-A,D,HB,sub_prime,63,400,6,0,6,10,2025-06-10,C,B,True,0.851
2025-06-20,SKU-02821,B-01L-025-2-A,B,HB,prime,27,150,23,0,23,3,2025-06-17,B,B,False,1.182
2025-06-20,SKU-02822,B-01L-018-4-B,B,HB,sub_prime,63,150,30,2,28,14,2025-06-06,B,B,False,1.875
2025-06-20,SKU-02823,D-02L-012-2-A,D,HB,prime,27,400,15,0,15,16,2025-06-04,C,B,True,0.771
2025-06-20,SKU-02824,B-01L-003-3-B,B,HB,prime,45,150,80,6,74,13,2025-06-07,B,A,True,3.877
2025-06-20,SKU-02825,D-02L-004-1-B,D,HB,floor,9,400,4,0,4,3,2025-06-17,C,C,False,0.752
2025-06-20,SKU-02826,D-01R-002-5-A,D,HB,overhead,81,400,16,0,16,11,2025-06-09,C,B,True,0.811
2025-06-20,SKU-02827,D-01L-004-5-A,D,HB,overhead,81,400,37,3,34,7,2025-06-13,B,B,False,2.378
2025-06-20,SKU-02828,A-02L-007-2-A,A,HB,prime,27,50,486,87,399,19,2025-06-01,A,A,False,56.795
2025-06-20,SKU-02829,E-01L-008-5-B,E,HB,overhead,81,525,9,0,9,8,2025-06-12,C,B,True,0.792
2025-06-20,SKU-02830,D-01R-023-3-B,D,HB,prime,45,400,15,0,15,17,2025-06-03,C,B,True,0.814
2025-06-20,SKU-02831,B-01L-002-3-B,B,HB,prime,45,150,25,0,25,4,2025-06-16,B,B,False,1.241
2025-06-20,SKU-02832,C-01R-019-3-B,C,HB,prime,45,275,12,0,12,5,2025-06-15,C,B,True,0.965
2025-06-20,SKU-02833,A-01L-015-4-B,A,HB,sub_prime,63,50,112,0,112,15,2025-06-05,A,A,False,5.568
2025-06-20,SKU-02834,D-01R-009-5-A,D,HB,overhead,81,400,12,0,12,3,2025-06-17,B,B,False,2.448
2025-06-20,SKU-02835,B-02L-024-4-B,B,HB,sub_prime,63,150,9,2,7,11,2025-06-09,B,B,False,1.922
2025-06-20,SKU-02836,A-02R-009-1-B,A,HB,floor,9,50,559,53,506,12,2025-06-08,A,A,False,28.879
2025-06-20,SKU-02837,B-01R-018-5-A,B,HB,overhead,81,150,18,1,17,3,2025-06-17,B,B,False,1.083
2025-06-20,SKU-02838,B-02R-019-1-B,B,HB,floor,9,150,37,5,32,15,2025-06-05,B,A,True,3.82
2025-06-20,SKU-02839,C-01R-026-1-A,C,HB,floor,9,275,39,3,36,12,2025-06-08,B,B,False,2.11
2025-06-20,SKU-02840,D-02R-003-5-A,D,HB,overhead,81,400,8,0,8,16,2025-06-04,C,B,True,0.927
2025-06-20,SKU-02841,E-01R-022-5-B,E,HB,overhead,81,525,14,0,14,7,2025-06-13,C,B,True,0.899
2025-06-20,SKU-02842,D-02L-002-1-B,D,HB,floor,9,400,37,1,36,14,2025-06-06,B,A,True,3.135
2025-06-20,SKU-02843,E-02R-015-1-B,E,HB,floor,9,525,6,0,6,14,2025-06-06,C,B,True,0.815
2025-06-20,SKU-02844,B-02R-024-4-A,B,HB,sub_prime,63,150,21,0,21,3,2025-06-17,B,B,False,1.663
2025-06-20,SKU-02845,B-02R-017-5-B,B,HB,overhead,81,150,17,0,17,15,2025-06-05,B,B,False,1.666
2025-06-20,SKU-02846,D-02L-001-4-A,D,HB,sub_prime,63,400,29,1,28,9,2025-06-11,B,B,False,1.43
2025-06-20,SKU-02847,D-01L-003-5-A,D,HB,overhead,81,400,21,0,21,7,2025-06-13,B,B,False,1.412
2025-06-20,SKU-02848,C-02L-021-1-A,C,HB,floor,9,275,6,1,5,8,2025-06-12,B,B,False,1.24
2025-06-20,SKU-02849,C-02R-008-2-B,C,HB,prime,27,275,5,0,5,13,2025-06-07,C,B,True,0.95
2025-06-20,SKU-02850,A-01R-014-5-A,A,HB,overhead,81,50,112,4,108,14,2025-06-06,A,A,False,7.522
2025-06-20,SKU-02851,B-02R-007-4-A,B,HB,sub_prime,63,150,141,16,125,20,2025-05-31,A,A,False,9.709
2025-06-20,SKU-02852,D-01R-011-1-A,D,HB,floor,9,400,26,0,26,20,2025-05-31,B,B,False,2.2
2025-06-20,SKU-02853,D-02L-019-5-B,D,HB,overhead,81,400,4,0,4,14,2025-06-06,C,B,True,0.798
2025-06-20,SKU-02854,D-02R-014-5-B,D,HB,overhead,81,400,13,1,12,17,2025-06-03,B,B,False,1.153
2025-06-20,SKU-02855,D-01R-015-5-B,D,HB,overhead,81,400,9,0,9,19,2025-06-01,C,C,False,0.734
2025-06-20,SKU-02856,D-02R-018-5-B,D,HB,overhead,81,400,15,0,15,14,2025-06-06,C,B,True,0.91
2025-06-20,SKU-02857,C-02L-025-3-A,C,HB,prime,45,275,5,1,4,7,2025-06-13,B,B,False,1.174
2025-06-20,SKU-02858,A-01R-006-4-B,A,HB,sub_prime,63,50,81,6,75,4,2025-06-16,A,A,False,9.626
2025-06-20,SKU-02859,A-01L-018-3-A,A,HB,prime,45,50,1214,108,1106,19,2025-06-01,A,A,False,81.135
2025-06-20,SKU-02860,E-01R-020-2-B,E,HB,prime,27,525,7,0,7,4,2025-06-16,C,B,True,0.774
2025-06-20,SKU-02861,C-02L-009-5-B,C,HB,overhead,81,275,40,4,36,7,2025-06-13,B,A,True,2.852
2025-06-20,SKU-02862,C-01L-016-2-B,C,HB,prime,27,275,9,0,9,12,2025-06-08,C,B,True,0.793
2025-06-20,SKU-02863,D-01R-002-4-B,D,HB,sub_prime,63,400,10,0,10,20,2025-05-31,C,B,True,0.812
2025-06-20,SKU-02864,D-01L-010-1-B,D,HB,floor,9,400,33,0,33,5,2025-06-15,B,B,False,1.835
2025-06-20,SKU-02865,D-02L-005-4-A,D,HB,sub_prime,63,400,21,2,19,19,2025-06-01,B,B,False,1.589
2025-06-20,SKU-02866,E-02L-013-2-A,E,HB,prime,27,525,10,0,10,17,2025-06-03,C,C,False,0.741
2025-06-20,SKU-02867,D-01R-025-5-A,D,HB,overhead,81,400,9,0,9,13,2025-06-07,C,C,False,0.729
2025-06-20,SKU-02868,E-02L-021-2-B,E,HB,prime,27,525,15,0,15,17,2025-06-03,C,B,True,0.997
2025-06-20,SKU-02869,D-01R-019-1-B,D,HB,floor,9,400,36,1,35,9,2025-06-11,B,B,False,1.817
2025-06-20,SKU-02870,D-02L-009-3-B,D,HB,prime,45,400,6,0,6,13,2025-06-07,C,C,False,0.71
2025-06-20,SKU-02871,B-02L-022-1-B,B,HB,floor,9,150,215,3,212,3,2025-06-17,A,A,False,10.922
2025-06-20,SKU-02872,C-02R-011-2-A,C,HB,prime,27,275,7,2,5,15,2025-06-05,B,B,False,1.56
2025-06-20,SKU-02873,C-01R-009-3-A,C,HB,prime,45,275,24,1,23,16,2025-06-04,B,B,False,1.196
2025-06-20,SKU-02874,D-01R-017-5-B,D,HB,overhead,81,400,11,0,11,8,2025-06-12,C,B,True,0.77
2025-06-20,SKU-02875,A-02L-009-4-A,A,HB,sub_prime,63,50,61,14,47,16,2025-06-04,A,A,False,11.246
2025-06-20,SKU-02876,C-01R-009-2-A,C,HB,prime,27,275,118,11,107,12,2025-06-08,A,A,False,6.074
2025-06-20,SKU-02877,C-01L-026-2-A,C,HB,prime,27,275,18,1,17,10,2025-06-10,B,B,False,1.225
2025-06-20,SKU-02878,D-01L-017-1-B,D,HB,floor,9,400,21,1,20,14,2025-06-06,B,B,False,1.134
2025-06-20,SKU-02879,D-02L-017-1-A,D,HB,floor,9,400,9,1,8,19,2025-06-01,B,B,False,1.532
2025-06-20,SKU-02880,E-02L-007-3-B,E,HB,prime,45,525,15,1,14,12,2025-06-08,B,B,False,1.392
2025-06-20,SKU-02881,D-02L-017-5-A,D,HB,overhead,81,400,14,0,14,3,2025-06-17,C,B,True,0.788
2025-06-20,SKU-02882,D-01R-018-1-A,D,HB,floor,9,400,13,0,13,1,2025-06-19,C,B,True,1.046
2025-06-20,SKU-02883,E-02R-025-1-A,E,HB,floor,9,525,10,0,10,19,2025-06-01,B,B,False,1.192
2025-06-20,SKU-02884,D-01R-008-3-B,D,HB,prime,45,400,86,6,80,4,2025-06-16,A,A,False,9.572
2025-06-20,SKU-02885,D-01L-003-4-A,D,HB,sub_prime,63,400,10,0,10,12,2025-06-08,C,C,False,0.717
2025-06-20,SKU-02886,B-01L-013-2-A,B,HB,prime,27,150,27,0,27,12,2025-06-08,B,B,False,2.292
